"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","att_1","att_2","comp_0","pref_you","pref_you_explain","purchase_you_5","comp_2","comp_3","safety_you_1","safety_AV_1_1","trust_you_1","trust_AV_1_1","identity_you_1","skills_you_1","control_you_1","pref_others","pref_others_explain","purchase_others_5","safety_others_1","safety_AV_2_1","trust_others_1","trust_AV_2_1","identity_others_1","skills_others_1","control_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","dr_history_1","ai_knowledge_1","workerID","hitID","assignmentID","FL_8_DO","av_you_DO","mediators_you_DO","av_others_DO","mediators_others_DO"
"10/8/23 19:49","10/8/23 19:53",0,11,100,241,1,"10/8/23 19:53","R_1hT2s4dgtCnnZcY",NA,NA,NA,NA,11,11,"anonymous","EN",1,4,1,1,1,"I am a safe driver, I do not trust AI or the software that companies sell for profit to be very safe.",0,2,4,100,0,100,0,0,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"",3,"",29,4,"",1,12,80,11,11,11,"FL_51","scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you","agree|identity_you|control_you|skills_you","",""
"10/8/23 19:48","10/8/23 19:53",0,12,100,305,1,"10/8/23 19:53","R_2s1sjKbsI5fjXce",NA,NA,NA,NA,12,12,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"I think humans are still the best at making driving related decisions ",16,41,38,47,28,33,39,41,2,"",3,"",44,5,"",1,27,15,12,12,12,"FL_53","","","scale_others|safety_AV_2|safety_others|trust_AV_2|trust_others","agree2|control_others|identity_others|skills_others"
"10/8/23 19:50","10/8/23 19:53",0,13,100,224,1,"10/8/23 19:53","R_yV1ijpl7zFlRpGF",NA,NA,NA,NA,13,13,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,"most mistakes humans make involve steering and braking, so a machine could help. but many aspects of driving should only be done by humans, such as observing",81,42,50,66,53,31,100,100,2,"",3,"",22,1,"",1,3,10,13,13,13,"FL_53","","","scale_others|safety_others|safety_AV_2|trust_others|trust_AV_2","agree2|skills_others|control_others|identity_others"
"10/8/23 19:50","10/8/23 19:53",0,14,100,208,1,"10/8/23 19:53","R_3Hh10NgGwtAsF9x",NA,NA,NA,NA,14,14,"anonymous","EN",1,4,1,1,2,"I think human drivers should still be responsible for most driving with some assistance from driving systems.",25,2,4,81,41,74,41,27,55,71,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",42,5,"",1,25,66,14,14,14,"FL_51","scale_you|safety_you|trust_AV_1|trust_you|safety_AV_1","agree|identity_you|skills_you|control_you","",""
"10/8/23 19:51","10/8/23 19:53",0,15,100,170,1,"10/8/23 19:53","R_2qfwz7i0FoYNhlz",NA,NA,NA,NA,15,15,"anonymous","EN",1,4,1,1,5,"I like the idea of being safer. However, I still want some component of human use.",87,2,4,82,65,81,75,71,75,86,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",37,5,"",1,20,27,15,15,15,"FL_51","scale_you|trust_you|safety_AV_1|trust_AV_1|safety_you","agree|skills_you|identity_you|control_you","",""
"10/8/23 19:48","10/8/23 19:54",0,16,100,374,1,"10/8/23 19:54","R_z5Y9oTjPuFQfhaF",NA,NA,NA,NA,16,16,"anonymous","EN",1,4,1,1,NA,"",NA,2,2,NA,NA,NA,NA,NA,NA,NA,3,"safe driving",84,90,83,83,93,83,90,81,2,"",3,"",62,5,"",1,87,88,16,16,16,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|trust_others|safety_others","agree2|control_others|skills_others|identity_others"
"10/8/23 19:51","10/8/23 19:54",0,17,100,216,1,"10/8/23 19:54","R_3R7SGpVi401URzt",NA,NA,NA,NA,17,17,"anonymous","EN",1,4,1,1,3,"I feel like I still should have some control and that's what level 3 is for me.",16,2,4,62,83,71,84,22,75,51,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",2,"",32,4,"",1,14,41,17,17,17,"FL_51","scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1","agree|control_you|identity_you|skills_you","",""
"10/8/23 19:52","10/8/23 19:54",0,18,100,122,1,"10/8/23 19:54","R_3m9Q4hst2m2hYMG",NA,NA,NA,NA,18,18,"anonymous","EN",1,4,1,1,6,"No human error.",71,2,4,69,81,69,77,17,21,21,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",38,4,"",1,19,20,18,18,18,"FL_51","scale_you|trust_you|safety_you|safety_AV_1|trust_AV_1","agree|identity_you|control_you|skills_you","",""
"10/8/23 19:48","10/8/23 19:54",0,19,100,393,1,"10/8/23 19:54","R_3Jye1ceok8GKMGj",NA,NA,NA,NA,19,19,"anonymous","EN",1,4,1,1,3,"I'd trust the system to do some stuff on its own, but I'd like the have some input into the driving of the car.",20,2,4,100,50,100,25,50,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",1,"",36,3,"",1,20,30,19,19,19,"FL_51","scale_you|trust_AV_1|safety_AV_1|trust_you|safety_you","agree|control_you|identity_you|skills_you","",""
"10/8/23 19:49","10/8/23 19:55",0,20,100,336,1,"10/8/23 19:55","R_1IKJKt88oYPiaq6",NA,NA,NA,NA,20,20,"anonymous","EN",1,4,1,1,1,"I don't like the ethics involved in these cars.  I think these cars have to make life and death decisions to steer clear of other drivers on occasion and that is not okay to me.",0,2,4,70,50,65,0,50,90,90,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",1,"",39,7,"",1,23,25,20,20,20,"FL_51","scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you","agree|control_you|skills_you|identity_you","",""
"10/8/23 19:51","10/8/23 19:55",0,21,100,276,1,"10/8/23 19:55","R_0ihftsmxxOVxZqV",NA,NA,NA,NA,21,21,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"Machines can be too easily suborned, and beyond that each succeeding generation becomes so dependent on machines they would struggle with simple tasks. I am against almost all automation across all sectors",1,20,35,80,0,0,100,50,1,"",3,"",51,1,"",2,0,50,21,21,21,"FL_53","","","scale_others|trust_AV_2|safety_others|safety_AV_2|trust_others","agree2|skills_others|identity_others|control_others"
"10/8/23 19:51","10/8/23 19:55",0,22,100,242,1,"10/8/23 19:55","R_1gp4PGzK4hRtiyp",NA,NA,NA,NA,22,22,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"Simply, I don't like the direction technology is going in. This won't end well. ",10,30,20,55,75,90,100,95,2,"",4,"",42,3,"",1,21,100,22,22,22,"FL_53","","","scale_others|safety_AV_2|trust_others|trust_AV_2|safety_others","agree2|skills_others|control_others|identity_others"
"10/8/23 19:53","10/8/23 19:55",0,23,100,148,1,"10/8/23 19:55","R_2BaJqcZzqWVuCdW",NA,NA,NA,NA,23,23,"anonymous","EN",1,4,1,1,2,"I like the benefit of assisted steering in case of danger, but I generally prefer to maintain all other control on my vehicle.",5,2,4,91,37,92,31,45,85,89,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",32,4,"",1,15,82,23,23,23,"FL_51","scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1","agree|control_you|skills_you|identity_you","",""
"10/8/23 19:52","10/8/23 19:56",0,24,100,240,1,"10/8/23 19:56","R_bQOFpvoAine7fcl",NA,NA,NA,NA,24,24,"anonymous","EN",1,4,1,1,6,"Because I have never had a drivers license so having a car that can drive itself is appealing. ",99,2,4,0,85,0,70,0,0,10,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",41,1,"",2,0,20,24,24,24,"FL_51","scale_you|trust_you|safety_you|trust_AV_1|safety_AV_1","agree|control_you|identity_you|skills_you","",""
"10/8/23 19:51","10/8/23 19:56",0,25,100,320,1,"10/8/23 19:56","R_1d46Xu1YxPzZicx",NA,NA,NA,NA,25,25,"anonymous","EN",1,4,1,1,5,"It is safer to drive than regular cars so it would be beneficial ",84,1,4,100,88,96,94,77,89,71,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",2,"",49,4,"",1,31,10,25,25,25,"FL_51","scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you","agree|control_you|skills_you|identity_you","",""
"10/8/23 19:52","10/8/23 19:56",0,26,100,261,1,"10/8/23 19:56","R_Ovvx9cuRNh18Z8J",NA,NA,NA,NA,26,26,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"It would provide more safety.",68,49,76,64,73,59,55,51,1,"",3,"",34,4,"",1,17,30,26,26,26,"FL_53","","","scale_others|safety_AV_2|trust_AV_2|safety_others|trust_others","agree2|skills_others|identity_others|control_others"
"10/8/23 19:52","10/8/23 19:57",0,27,100,272,1,"10/8/23 19:57","R_3R7pSx6FQDRAv24",NA,NA,NA,NA,27,27,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"I feel this will be safer and cause less accidents. ",100,20,90,10,90,70,60,80,2,"",3,"",36,3,"",1,20,30,27,27,27,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_others|safety_AV_2","agree2|skills_others|identity_others|control_others"
"10/8/23 19:52","10/8/23 19:57",0,28,100,294,1,"10/8/23 19:57","R_UndtAksZ3okPemd",NA,NA,NA,NA,28,28,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"I chose option 5 because self-driving cars within in a city sound fairly safe but I'm not sure how they would handle long haul drives on something like an interstate.",45,15,100,35,70,85,100,90,2,"",3,"",28,4,"",1,10,40,28,28,28,"FL_53","","","scale_others|safety_others|trust_AV_2|trust_others|safety_AV_2","agree2|identity_others|control_others|skills_others"
"10/8/23 19:53","10/8/23 19:57",0,29,100,243,1,"10/8/23 19:57","R_1BY4P5OeZPvzZTo",NA,NA,NA,NA,29,29,"anonymous","EN",1,4,1,1,2,"i prefer to be in control, with some small help from the system",30,2,4,92,50,91,50,50,74,84,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",33,4,"",1,16,50,29,29,29,"FL_51","scale_you|trust_AV_1|trust_you|safety_AV_1|safety_you","agree|identity_you|skills_you|control_you","",""
"10/8/23 19:52","10/8/23 19:57",0,30,100,296,1,"10/8/23 19:57","R_1K8rbfMvFlovu5Q",NA,NA,NA,NA,30,30,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"I've seen to many dangerous people behind the wheel, and I think self driving cars would be much safer.",95,14,57,36,60,43,83,25,1,"",3,"",30,1,"",1,12,83,30,30,30,"FL_53","","","scale_others|safety_others|trust_others|safety_AV_2|trust_AV_2","agree2|identity_others|skills_others|control_others"
"10/8/23 19:52","10/8/23 19:57",0,31,100,288,1,"10/8/23 19:57","R_1ozIqSZvIlz2HPF",NA,NA,NA,NA,31,31,"anonymous","EN",1,4,1,1,2,"I enjoy driving very much, but it wouldn't be bad to have assistance with like parking.",2,2,4,92,50,100,22,40,89,99,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",57,2,"",1,41,7,31,31,31,"FL_51","scale_you|safety_you|trust_you|safety_AV_1|trust_AV_1","agree|skills_you|control_you|identity_you","",""
"10/8/23 19:54","10/8/23 19:58",0,32,100,206,1,"10/8/23 19:58","R_33p5YhtIXYM6Ssk",NA,NA,NA,NA,32,32,"anonymous","EN",1,1,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"I think it is true, that computer run cars will actually be safer than human driven cars",85,69,88,68,88,78,77,60,1,"",3,"",43,4,"",1,27,33,32,32,32,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|control_others|skills_others|identity_others"
"10/8/23 19:53","10/8/23 19:58",0,33,100,302,1,"10/8/23 19:58","R_OxLENl7lCgNH8I1",NA,NA,NA,NA,33,33,"anonymous","EN",1,4,1,1,NA,"",NA,3,4,NA,NA,NA,NA,NA,NA,NA,6,"It will be safer ",100,1,100,1,99,99,50,100,2,"",3,"",55,4,"",1,32,74,33,33,33,"FL_53","","","scale_others|safety_AV_2|trust_others|safety_others|trust_AV_2","agree2|control_others|skills_others|identity_others"
"10/8/23 19:54","10/8/23 19:58",0,34,100,249,1,"10/8/23 19:58","R_1N35pbu2xm8ijUJ",NA,NA,NA,NA,34,34,"anonymous","EN",1,4,1,1,6,"I believe this is the safest option while requiring no attention while driving on my part.",100,2,4,79,100,82,100,0,70,70,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",2,"",36,3,"",1,18,40,34,34,34,"FL_51","scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you","agree|identity_you|skills_you|control_you","",""
"10/8/23 19:51","10/8/23 19:58",0,35,100,394,1,"10/8/23 19:58","R_b8kZepgTFeydz9f",NA,NA,NA,NA,35,35,"anonymous","EN",1,4,1,1,1,"I prefer to be in control of my life. Automated vehicles are only as good as the human that programmed them, and they are susceptible to glitches, and hacking on top of the typical car malfunctions.",0,2,4,95,50,85,0,0,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",41,3,"",1,21,75,35,35,35,"FL_51","scale_you|trust_AV_1|safety_AV_1|trust_you|safety_you","agree|skills_you|identity_you|control_you","",""
"10/8/23 19:56","10/8/23 19:58",0,36,100,143,1,"10/8/23 19:58","R_2VdQeQetJFcf2RT",NA,NA,NA,NA,36,36,"anonymous","EN",1,4,1,1,1,"I don't trust computers to do my driving.",3,2,4,97,5,100,0,69,79,93,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",33,4,"",1,13,64,36,36,36,"FL_51","scale_you|trust_AV_1|safety_you|safety_AV_1|trust_you","agree|identity_you|control_you|skills_you","",""
"10/8/23 19:54","10/8/23 19:58",0,37,100,235,1,"10/8/23 19:58","R_yIVKL06Ds6MXwNX",NA,NA,NA,NA,37,37,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"This will make me safest since human error is removed from other vehicles.",100,25,80,28,90,65,43,75,2,"",3,"",54,6,"",1,38,27,37,37,37,"FL_53","","","scale_others|safety_others|safety_AV_2|trust_others|trust_AV_2","agree2|identity_others|control_others|skills_others"
"10/8/23 19:54","10/8/23 19:58",0,38,100,235,1,"10/8/23 19:58","R_2yee1iWPaP7YoBc",NA,NA,NA,NA,38,38,"anonymous","EN",1,4,2,1,5,"I chose 5 because Id like to still feel like I have some control of the vehicle.  ",84,2,4,44,55,67,58,0,70,40,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",52,3,"",1,21,18,38,38,38,"FL_51","scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you","agree|identity_you|control_you|skills_you","",""
"10/8/23 19:48","10/8/23 19:58",0,39,100,599,1,"10/8/23 19:58","R_12QPQFfEYm8jThK",NA,NA,NA,NA,39,39,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,"This level is safety and all sovereign . Amen.",0,100,0,100,0,100,100,100,2,"",3,"",33,5,"",1,15,100,39,39,39,"FL_53","","","scale_others|trust_AV_2|trust_others|safety_AV_2|safety_others","agree2|control_others|skills_others|identity_others"
"10/8/23 19:54","10/8/23 19:59",0,40,100,302,1,"10/8/23 19:59","R_1Gv5sTQjpsVDAti",NA,NA,NA,NA,40,40,"anonymous","EN",1,4,1,1,2,"I don't trust the self driving car technology yet but I would like to try it out so this would be a good balance.",15,2,4,91,50,87,50,92,96,92,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",36,4,"",1,20,19,40,40,40,"FL_51","scale_you|trust_you|trust_AV_1|safety_you|safety_AV_1","agree|skills_you|identity_you|control_you","",""
"10/8/23 19:56","10/8/23 20:00",0,41,100,247,1,"10/8/23 20:00","R_1fjYTDE0hxHd6VY",NA,NA,NA,NA,41,41,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,"I think humans still need to be involved in the dynamic driving but warnings could help",42,65,50,65,58,70,81,85,2,"",3,"",59,4,"",1,43,67,41,41,41,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|skills_others|control_others|identity_others"
"10/8/23 19:54","10/8/23 20:00",0,42,100,388,1,"10/8/23 20:00","R_2QuOny35O74TRMI",NA,NA,NA,NA,42,42,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"I feel there should be some human interaction in driving, but have a level of AI involved to reduce the risk of an accident.",65,35,70,60,60,100,100,80,1,"",3,"",39,4,"",1,23,90,42,42,42,"FL_53","","","scale_others|trust_AV_2|safety_others|safety_AV_2|trust_others","agree2|control_others|identity_others|skills_others"
"10/8/23 19:53","10/8/23 20:01",0,43,100,440,1,"10/8/23 20:01","R_XzxLzTK1JBLM9QR",NA,NA,NA,NA,43,43,"anonymous","EN",1,4,1,1,4,"I want to have some control while driving.",60,2,4,95,70,80,70,80,90,80,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",2,"",28,4,"",1,10,70,43,43,43,"FL_51","scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you","agree|identity_you|skills_you|control_you","",""
"10/8/23 19:48","10/8/23 20:02",0,44,100,822,1,"10/8/23 20:02","R_CmEwSR6tkrj1ap3",NA,NA,NA,NA,44,44,"anonymous","EN",1,4,1,1,6,"If the vehicle has the option to switch to human task driving, I would choose full automation for conveniences.",77,2,4,77,81,92,72,88,100,100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",4,"",27,3,"",1,9,19,44,44,44,"FL_51","scale_you|trust_AV_1|safety_you|safety_AV_1|trust_you","agree|control_you|identity_you|skills_you","",""
"10/8/23 19:54","10/8/23 20:02",0,45,100,505,1,"10/8/23 20:02","R_2tDmjJq5xORNzGL",NA,NA,NA,NA,45,45,"anonymous","EN",1,4,1,1,6,"It would be the safest",100,2,4,50,100,0,100,0,0,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,1,"",3,"",43,3,"",2,0,10,45,45,45,"FL_51","scale_you|trust_AV_1|safety_you|trust_you|safety_AV_1","agree|identity_you|skills_you|control_you","",""
"10/8/23 19:54","10/8/23 20:02",0,46,100,525,1,"10/8/23 20:02","R_1eY9I9DqsupTw0r",NA,NA,NA,NA,46,46,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"this is new technology and it takes gettin used to gradually its a move i think in the right direction",60,85,60,90,60,100,100,100,1,"",3,"",60,4,"",1,38,70,46,46,46,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|skills_others|identity_others|control_others"
"10/8/23 19:54","10/8/23 20:03",0,47,100,540,1,"10/8/23 20:03","R_1n2EtdynF9pUTZc",NA,NA,NA,NA,47,47,"anonymous","EN",1,4,1,1,6,"I chose level 6, in which the machine controls all of the driving tasks, because I'm not very comfortable driving and feel more confident that the machine would do a better job than I would.",100,2,4,80,90,10,100,0,50,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,2,"",3,"",61,4,"",1,0,0,47,47,47,"FL_51","scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you","agree|control_you|skills_you|identity_you","",""
"10/8/23 19:55","10/8/23 20:04",0,48,100,524,1,"10/8/23 20:04","R_1ouIDUbgnVaxKmc",NA,NA,NA,NA,48,48,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"Other people are the danger, so automation would fix that problem. ",96,0,91,19,65,91,91,100,1,"",3,"",57,4,"",1,41,71,48,48,48,"FL_53","","","scale_others|safety_others|trust_others|safety_AV_2|trust_AV_2","agree2|control_others|identity_others|skills_others"
"10/8/23 20:01","10/8/23 20:04",0,49,100,179,1,"10/8/23 20:04","R_p4wHKtClYuxqpxv",NA,NA,NA,NA,49,49,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"There still needs to be people who can override and drive when needed.",33,35,70,30,75,80,100,80,1,"",4,"",37,4,"",1,22,80,49,49,49,"FL_53","","","scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others","agree2|identity_others|control_others|skills_others"
"10/8/23 19:58","10/8/23 20:04",0,50,100,342,1,"10/8/23 20:04","R_SBNmbmEikf8frJ7",NA,NA,NA,NA,50,50,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,"There is machine input, which would reduce accidents, but I still feel like people would be able to use their judgment when necessary to be safe.",72,66,84,84,80,87,85,86,1,"",3,"",49,4,"",1,33,8,50,50,50,"FL_53","","","scale_others|safety_AV_2|trust_others|safety_others|trust_AV_2","agree2|skills_others|identity_others|control_others"
"10/8/23 20:01","10/8/23 20:04",0,51,100,207,1,"10/8/23 20:04","R_28H6jt2qxpLegqs",NA,NA,NA,NA,51,51,"anonymous","EN",1,4,1,1,NA,"",NA,2,4,NA,NA,NA,NA,NA,NA,NA,6,"If it is more safe then maybe people should have them. ",83,30,62,74,77,86,40,57,2,"",3,"",36,4,"",2,20,62,51,51,51,"FL_53","","","scale_others|trust_others|safety_AV_2|trust_AV_2|safety_others","agree2|control_others|identity_others|skills_others"
"10/8/23 20:01","10/8/23 20:04",0,52,100,221,1,"10/8/23 20:04","R_1mln1vkipaog4xW",NA,NA,NA,NA,52,52,"anonymous","EN",1,4,1,1,NA,"",NA,1,4,NA,NA,NA,NA,NA,NA,NA,6,"It reduces the number of accidents.",92,50,76,50,82,75,88,100,2,"",3,"",71,5,"",1,55,10,52,52,52,"FL_53","","","scale_others|trust_AV_2|safety_others|trust_others|safety_AV_2","agree2|control_others|identity_others|skills_others"
