StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,att_2,consent,att_3,att_4,comp_1,pref_you,pref_you_explain,comp_2,comp_3,safety_you_1,trust_you_1,pref_others,pref_others_explain,safety_others_1,trust_others_1,license,ai_knowledge_1,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,FL_8_DO,av_you_DO,av_others_DO
4/8/23 12:55,4/8/23 12:57,0,73.196.3.31,100,94,1,4/8/23 12:57,R_27lepnc39J3to4B,,,,,40.7053,-74.0866,anonymous,EN,6,1,4,1,1,,,1,1,,,1,The first time you have a problem is if ,38,64,2,25,6431b877-3514-eabc-7761-18c2167b5a9a,38,1,3,2,2,2,2,1,7305,FL_53,,scale_others|safety_others|trust_others
4/8/23 12:56,4/8/23 12:57,0,97.115.65.146,100,36,1,4/8/23 12:57,R_3e3NMtPCgmw7alz,,,,,45.5375,-122.5989,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8e1-dd0c-0d71-3a82-d683019da9fa,42,1,18,1,1,6,1,4,98664,,,
4/8/23 12:56,4/8/23 12:57,0,69.142.148.28,100,38,1,4/8/23 12:57,R_aXJLGEENdtkdIwp,,,,,40.734,-74.0712,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8f1-83c8-d064-9d64-53921bd492ff,18,1,3,1,14,2,4,1,7307,,,
4/8/23 12:56,4/8/23 12:57,0,166.196.110.139,100,84,1,4/8/23 12:57,R_1QnHxhL7l55tBbL,,,,,38.6287,-90.1988,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8b5-f329-3949-f1e4-90774ece9c04,24,2,19,8,1,7,9,1,55398,,,
4/8/23 12:55,4/8/23 12:57,0,172.58.136.235,100,131,1,4/8/23 12:57,R_b8CZX3ty2v7IU3T,,,,,37.751,-97.822,anonymous,EN,6,1,4,1,1,3,Better deal ,1,1,93,83,,,,,1,74,6431b88e-5062-8164-fc95-cc039fb52071,38,2,1,1,1,2,1,3,40019,FL_51,scale_you|safety_you|trust_you,
4/8/23 12:57,4/8/23 12:57,0,207.199.255.133,100,35,1,4/8/23 12:57,R_3oU4DNbpe4OaqeQ,,,,,41.6475,-95.3093,anonymous,EN,7,1,4,1,,,,,,,,,,,,,,6431b8dc-030b-fb2d-2d61-336439f67446,48,1,-3105,1,1,8,4,2,51529,,,
4/8/23 12:57,4/8/23 12:57,0,64.4.96.33,100,37,1,4/8/23 12:57,R_vVtY4vzPnGodFfz,,,,,37.7799,-79.9881,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8c6-3141-58e2-b904-1131296d924c,59,1,9,1,1,6,10,3,24422,,,
4/8/23 12:57,4/8/23 12:57,0,107.170.3.9,100,27,1,4/8/23 12:57,R_1Kwqcj4kqrQ5R6P,,,,,40.7597,-73.981,anonymous,EN,7,1,4,1,,,,,,,,,,,,,,6431b8cc-3217-029f-e4f4-fef52e9ab25a,42,1,18,1,2,8,8,4,94112,,,
4/8/23 12:57,4/8/23 12:57,0,98.204.162.109,100,39,1,4/8/23 12:57,R_2BeSci3UZtJcHhr,,,,,39.0476,-76.4941,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8cd-da3d-784f-f649-f75a933c6f0a,61,2,20,1,1,8,9,3,21122,,,
4/8/23 12:57,4/8/23 12:58,0,172.2.173.239,100,39,1,4/8/23 12:58,R_AgS50AJDVbDVXLH,,,,,28.5344,-81.3783,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8f4-4893-d618-e5af-a77842020943,70,1,14,1,1,8,2,3,32820,,,
4/8/23 12:56,4/8/23 12:58,0,172.56.90.109,100,88,1,4/8/23 12:58,R_sTdJZOwOAPmiwaB,,,,,29.4135,-98.4645,anonymous,EN,7,1,4,2,,,,,,,,,,,,,,6431b8cd-bc0c-ae10-a288-eb48eaf5256b,20,1,1,1,2,2,1,3,78216,,,
4/8/23 12:56,4/8/23 12:58,0,68.0.54.150,100,68,1,4/8/23 12:58,R_3gUk8f71gbefUTX,,,,,29.9284,-90.3685,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8ba-7c05-9c84-3b63-a11ec74315b6,29,2,1,1,1,4,4,3,70030,,,
4/8/23 12:57,4/8/23 12:58,0,74.197.27.66,100,56,1,4/8/23 12:58,R_21Gm2OA2HawEcvk,,,,,31.4795,-100.485,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b903-fcf0-652c-3b0e-b4fbdfd678b2,53,2,12,1,1,8,10,3,76901,,,
4/8/23 12:57,4/8/23 12:58,0,73.152.148.39,100,40,1,4/8/23 12:58,R_oZZXoWtB9dg1g0F,,,,,38.271,-77.5495,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8e0-4828-a36a-09a9-c578a9a0de46,67,2,19,1,1,6,4,3,23117,,,
4/8/23 12:57,4/8/23 12:58,0,50.34.42.251,100,64,1,4/8/23 12:58,R_2cjynUDrh6JBiEb,,,,,47.8534,-122.2438,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8d5-c068-2562-cd83-6625e7ad9fe6,47,1,9,1,1,2,1,4,98201,,,
4/8/23 12:57,4/8/23 12:58,0,75.117.115.140,100,45,1,4/8/23 12:58,R_3hoxPykL1nDtq58,,,,,45.3511,-93.7398,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b906-a45a-0e66-9cab-54f4f1cd7300,70,2,19,1,1,6,10,2,55308,,,
4/8/23 12:56,4/8/23 12:58,0,75.43.10.136,100,113,1,4/8/23 12:58,R_240jHFV0oZKJGZP,,,,,32.7797,-96.8022,anonymous,EN,6,1,4,1,2,,,2,1,,,2,It has the power of Ai and human,66,70,1,40,6431b8c4-e14e-1e4d-4734-59e360a75edf,21,1,9,2,1,2,3,3,75234,FL_53,,scale_others|trust_others|safety_others
4/8/23 12:57,4/8/23 12:58,0,69.112.95.54,100,76,1,4/8/23 12:58,R_2WUPnoMgRwJUPPJ,,,,,40.6186,-73.9272,anonymous,EN,6,1,4,1,1,,,2,1,,,3,None,36,76,2,4,6431b8d9-c2ea-d44b-6ff8-c9e8f96f1dce,20,2,13,16,6,4,1,1,11208,FL_53,,scale_others|safety_others|trust_others
4/8/23 12:57,4/8/23 12:58,0,68.63.23.50,100,57,1,4/8/23 12:58,R_yIyg9HsUArCAIox,,,,,30.173,-83.6148,anonymous,EN,9,1,4,1,,,,,,,,,,,,,,6431b8ee-2722-26b3-eba5-42e11489bc19,20,2,1,1,1,4,1,3,32348,,,
4/8/23 12:57,4/8/23 12:58,0,107.127.42.39,100,33,1,4/8/23 12:58,R_1Nb16VDQlWN1BoT,,,,,40.7597,-73.981,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8ff-6f22-6f71-c66e-81098dca5aa5,22,2,1,16,16,4,4,1,10457,,,
4/8/23 12:57,4/8/23 12:58,0,174.53.200.89,100,34,1,4/8/23 12:58,R_3elip0RxjZ2g65S,,,,,45.0123,-93.3447,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8ef-5569-ac4a-74a5-b51270ab0b37,37,2,5,1,1,8,9,2,55428,,,
4/8/23 12:57,4/8/23 12:58,0,174.110.192.254,100,39,1,4/8/23 12:58,R_3fZd3wmGyYTCAFD,,,,,35.001,-78.9345,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b924-db96-bacc-3217-0e1e83eb47eb,68,1,3,1,1,6,9,3,28314,,,
4/8/23 12:58,4/8/23 12:58,0,68.9.246.91,100,30,1,4/8/23 12:58,R_27V6OPNRQzurguE,,,,,41.8284,-71.5235,anonymous,EN,9,1,4,2,,,,,,,,,,,,,,6431b911-5ea0-4bc4-65a1-a5dba592a89a,38,2,3,1,1,8,2,1,2919,,,
4/8/23 12:57,4/8/23 12:58,0,67.246.110.216,100,48,1,4/8/23 12:58,R_2yeLvcnHCuy27Le,,,,,43.3211,-76.4034,anonymous,EN,7,1,4,1,,,,,,,,,,,,,,6431b8e9-de0c-068b-5171-292303106d3b,65,2,5,1,1,6,2,1,13069,,,
4/8/23 12:58,4/8/23 12:58,0,72.83.169.80,100,14,1,4/8/23 12:58,R_1i9TGECEJu9rWji,,,,,38.8574,-77.1,anonymous,EN,8,2,,,,,,,,,,,,,,,,6431b920-7b27-93dd-2ca5-c5a6703b25cb,42,2,-3105,1,15,8,2,3,22202,,,
4/8/23 12:57,4/8/23 12:58,0,73.179.119.198,100,65,1,4/8/23 12:58,R_3Of7jctN03vhmSG,,,,,26.0476,-80.1447,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8ec-b0ce-82da-14e0-ed4964bcbde0,65,2,11,1,1,6,7,3,33004,,,
4/8/23 12:58,4/8/23 12:58,0,98.54.142.30,100,23,1,4/8/23 12:58,R_OPvsOO72g5D2oTf,,,,,35.1499,-90.0558,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b91b-a9a1-aa1c-561c-898907d26768,21,1,6,2,1,2,4,3,38125,,,
4/8/23 12:58,4/8/23 12:58,0,71.65.55.138,100,23,1,4/8/23 12:58,R_2f6U44Ud6DmdYPn,,,,,39.537,-83.455,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b90a-5e4b-4fdc-69f4-d308e9ee553d,50,1,20,1,1,8,8,2,43106,,,
4/8/23 12:55,4/8/23 12:58,0,98.220.100.67,100,181,1,4/8/23 12:58,R_XiaPaEQC7VajEpH,,,,,41.85,-87.7165,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b87e-d55e-c7c1-e83c-78e6626b63fb,50,1,23,2,1,7,1,2,60623,,,
4/8/23 12:56,4/8/23 12:58,0,73.124.194.234,100,135,1,4/8/23 12:58,R_3lXH4OsGXPpXH9I,,,,,26.6875,-80.6708,anonymous,EN,8,1,4,2,,,,,,,,,,,,,,6431b8a8-74f1-28ee-42d9-7ed0bfd6a3ec,26,2,1,2,1,2,10,3,33493,,,
4/8/23 12:57,4/8/23 12:58,0,172.58.166.85,100,51,1,4/8/23 12:58,R_0rd4iJ9YfBoJu7v,,,,,41.8095,-87.6522,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b912-7fcf-3072-cb3d-d2cbef40897e,50,2,-3105,1,1,8,10,2,60134,,,
4/8/23 12:58,4/8/23 12:58,0,24.117.7.129,100,43,1,4/8/23 12:58,R_sXr0rtD1HmiSYzD,,,,,33.4669,-94.0774,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8f4-b724-0f77-642f-dffc1386d338,57,2,6,1,1,8,10,3,75501,,,
4/8/23 12:58,4/8/23 12:58,0,24.228.160.244,100,49,1,4/8/23 12:58,R_301yNu8ka1mxT9X,,,,,40.598,-73.9467,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b90f-e261-824d-35bf-5ea2bc075c9a,33,2,-3105,5,1,-3105,4,1,11229,,,
4/8/23 12:57,4/8/23 12:58,0,96.255.97.44,100,77,1,4/8/23 12:58,R_3HMHaHttdrU1wRP,,,,,38.6386,-77.0825,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8db-65c1-2594-1f03-c8e7e1dc1fe6,41,2,19,2,1,6,3,3,20744,,,
4/8/23 12:55,4/8/23 12:58,0,71.167.59.39,100,175,1,4/8/23 12:58,R_2CWg5wd9F9TvmaO,,,,,40.7616,-72.8508,anonymous,EN,6,1,4,1,1,6,Has everything covered ,2,1,82,70,,,,,1,62,6431b87a-63dd-150f-5faf-409284d0af45,58,2,5,1,1,5,9,1,11901,FL_51,scale_you|trust_you|safety_you,
4/8/23 12:57,4/8/23 12:58,0,71.72.218.202,100,56,1,4/8/23 12:58,R_Dv3lQspPpWzySt3,,,,,40.742,-81.1031,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b92f-5700-ede1-a2c3-f1d12dfff17c,50,1,12,1,1,6,4,2,44688,,,
4/8/23 12:57,4/8/23 12:58,0,68.162.121.16,100,56,1,4/8/23 12:58,R_2B3Q2qEeBU9sil2,,,,,38.663,-75.2443,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b923-ad1c-f73c-5103-86cdf3cdccd2,63,2,20,1,1,6,10,3,19968,,,
4/8/23 12:58,4/8/23 12:58,0,50.5.62.180,100,47,1,4/8/23 12:58,R_3NEEu5KL105KhG6,,,,,39.4347,-84.6208,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b92d-0432-f849-f0e4-b2dc8a25dce9,62,2,4,1,1,6,10,2,45013,,,
4/8/23 12:57,4/8/23 12:59,0,71.93.188.251,100,113,1,4/8/23 12:59,R_12DBMsm3oP4eZPP,,,,,34.4179,-117.3064,anonymous,EN,6,1,4,1,1,1,I’m going back in to work ,1,1,86,19,,,,,2,42,6431b8ef-0c9f-524b-286f-7a58473a58dd,19,2,1,15,7,2,3,4,92301,FL_51,scale_you|trust_you|safety_you,
4/8/23 12:58,4/8/23 12:59,0,107.200.28.221,100,41,1,4/8/23 12:59,R_DSj7KLC1SN1H2Zr,,,,,39.7891,-85.8094,anonymous,EN,7,1,4,2,,,,,,,,,,,,,,6431b946-1e4f-8e99-e826-6fd4cd0ccd9e,63,2,10,1,1,8,2,2,46140,,,
4/8/23 12:58,4/8/23 12:59,0,73.69.114.208,100,32,1,4/8/23 12:59,R_0ceNyXitSsNKbtL,,,,,42.2743,-71.0972,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b950-13f5-9ec3-d69b-644f16ed180b,43,1,4,1,1,2,1,1,2121,,,
4/8/23 12:58,4/8/23 12:59,0,167.89.230.6,100,42,1,4/8/23 12:59,R_1hX8Xg54szkPOwS,,,,,32.5055,-95.4031,anonymous,EN,8,1,4,2,,,,,,,,,,,,,,6431b921-fbcb-160e-b31f-e5a3637a44fb,32,2,1,1,1,-3105,7,3,75773,,,
4/8/23 12:58,4/8/23 12:59,0,75.91.67.107,100,38,1,4/8/23 12:59,R_10Mp5ZZp3wCgM5x,,,,,36.8639,-84.8229,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b913-55af-0e8d-e4c9-dd1aa725c57f,24,2,4,2,1,2,1,3,42748,,,
4/8/23 12:57,4/8/23 12:59,0,24.168.12.108,100,83,1,4/8/23 12:59,R_3LdpRSsrvzmBjPm,,,,,40.6002,-74.1469,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b91a-3c48-f0b4-f009-b0b419991c7b,71,1,13,1,1,8,9,1,10314,,,
4/8/23 12:58,4/8/23 12:59,0,172.59.121.217,100,49,1,4/8/23 12:59,R_doQ3DC3Kq4l76lX,,,,,35.4312,-97.4934,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b92a-1791-5633-b602-0eb90bb4cba3,45,1,1,1,1,4,9,3,73107,,,
4/8/23 12:57,4/8/23 12:59,0,24.116.250.243,100,86,1,4/8/23 12:59,R_yOxdXavkA9FXqqR,,,,,33.4669,-94.0774,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8f6-2b11-0732-6169-cf2ff37c4a45,36,2,8,2,1,7,1,3,71854,,,
4/8/23 12:58,4/8/23 12:59,0,68.40.175.4,100,46,1,4/8/23 12:59,R_1ImvR3aOSLDp1qI,,,,,42.6206,-82.9608,anonymous,EN,7,1,4,2,,,,,,,,,,,,,,6431b93b-315b-3b1b-8f12-a60a93850103,30,1,20,15,1,2,7,2,48038,,,
4/8/23 12:58,4/8/23 12:59,0,71.223.30.96,100,60,1,4/8/23 12:59,R_3O2gcXsV874VVa9,,,,,33.5132,-112.083,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b92d-09a5-a7f3-b7e1-dc412de3d0f4,73,2,1,1,1,4,8,4,85351,,,
4/8/23 12:56,4/8/23 12:59,0,107.77.192.160,100,156,1,4/8/23 12:59,R_1LTlpR6Rz8Q6Shz,,,,,39.9587,-82.9987,anonymous,EN,6,1,4,1,1,6,Because it would be safer,2,2,58,57,,,,,1,57,6431b8d1-2c05-dd79-7ecc-374846c5c491,56,2,7,1,1,5,8,2,45385,FL_51,scale_you|trust_you|safety_you,
4/8/23 12:58,4/8/23 12:59,0,76.175.217.109,100,59,1,4/8/23 12:59,R_3GiUbxphV9xFf6n,,,,,33.7046,-117.8739,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b90d-80a4-b7b3-1a54-e8f6ef76245a,33,1,22,6,1,6,2,4,92706,,,
4/8/23 12:58,4/8/23 12:59,0,98.199.127.248,100,59,1,4/8/23 12:59,R_2DXHoJkHSP83eFq,,,,,29.7646,-95.3657,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b93d-012f-cae1-7903-c7a6a0cd6634,73,2,5,1,1,6,2,3,77041,,,
4/8/23 12:58,4/8/23 12:59,0,73.111.220.244,100,70,1,4/8/23 12:59,R_22nQ9alAL72G4vL,,,,,42.2284,-87.9722,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b93f-dcb8-c9f4-312c-ee717c21991c,79,1,12,1,1,8,1,2,60061,,,
4/8/23 12:57,4/8/23 12:59,0,98.220.100.67,100,100,1,4/8/23 12:59,R_1EgPD917KCLndeM,,,,,41.85,-87.7165,anonymous,EN,6,1,3,2,,,,,,,,,,,,,,6431b914-06fa-dd92-bc47-2333def4453f,51,1,24,2,1,7,1,2,60623,,,
4/8/23 12:58,4/8/23 12:59,0,172.58.129.97,100,79,1,4/8/23 12:59,R_UhCFX8ys182JBZL,,,,,25.7703,-80.2072,anonymous,EN,7,1,4,2,,,,,,,,,,,,,,6431b90e-6080-878f-d05c-5b09ae2bff1f,23,1,20,2,1,4,4,3,33319,,,
4/8/23 12:59,4/8/23 12:59,0,71.201.93.102,100,26,1,4/8/23 12:59,R_1pxGA3Nt5SsX8SI,,,,,41.8482,-87.6521,anonymous,EN,10,2,,,,,,,,,,,,,,,,6431b960-a626-37fb-882d-e3187d68902d,73,1,-3105,1,1,8,4,2,60657,,,
4/8/23 12:58,4/8/23 12:59,0,100.16.93.145,100,74,1,4/8/23 12:59,R_tFlx5kSjw23CuMF,,,,,39.0476,-76.4941,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8fd-c6e9-b972-b724-d9a95d261524,68,2,13,1,1,4,10,3,21409,,,
4/8/23 12:58,4/8/23 12:59,0,172.58.204.2,100,88,1,4/8/23 12:59,R_3D6mOe40vsY3scx,,,,,39.9943,-75.1181,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b8e8-74b0-6c57-f7b0-df8a7564aa04,28,1,13,15,16,-3105,4,1,18018,,,
4/8/23 12:58,4/8/23 12:59,0,184.53.16.31,100,56,1,4/8/23 12:59,R_1r2g863m6ToW1bN,,,,,39.9544,-75.1657,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b918-4c1f-0e3a-003e-a0b6e82faed9,37,2,2,1,1,8,4,4,89166,,,
4/8/23 12:58,4/8/23 12:59,0,174.233.118.154,100,103,1,4/8/23 12:59,R_WB4b0WVQmxBbwf7,,,,,39.1256,-84.5127,anonymous,EN,6,1,4,1,1,4,I’m not sure if ,1,1,84,10,,,,,1,31,6431b90c-ae98-e09e-5ae5-23f272f9990e,24,2,5,2,1,3,1,2,45506,FL_51,scale_you|safety_you|trust_you,
4/8/23 12:59,4/8/23 12:59,0,76.134.12.38,100,35,1,4/8/23 12:59,R_1l6nHZz9qO1fvy6,,,,,34.919,-92.1419,anonymous,EN,8,1,2,1,,,,,,,,,,,,,,6431b966-425b-d255-fbda-c69b0bcff07c,32,2,1,1,1,2,7,3,72118,,,
4/8/23 12:58,4/8/23 12:59,0,172.58.129.134,100,57,1,4/8/23 12:59,R_2aaWIWQJIltvU9e,,,,,25.7703,-80.2072,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b921-735c-9a90-5b09-16966dabe42d,64,2,14,1,1,7,5,1,3226,,,
4/8/23 12:59,4/8/23 12:59,0,174.247.20.57,100,44,1,4/8/23 12:59,R_ub8Dy09O6cJS69r,,,,,35.2227,-80.7938,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b960-7831-a00f-c8a4-870932bf5639,21,2,19,1,1,4,10,3,27591,,,
4/8/23 12:57,4/8/23 13:00,0,152.208.9.225,100,163,1,4/8/23 13:00,R_1OChPQyuK9TCTi4,,,,,40.2327,-76.9331,anonymous,EN,6,1,4,1,1,2,I am a good driver,2,2,59,61,,,,,1,37,6431b8ff-e820-1965-ae1f-17eeba0d3ded,35,2,13,1,1,8,2,1,17011,FL_51,scale_you|trust_you|safety_you,
4/8/23 12:57,4/8/23 13:00,0,76.128.36.248,100,166,1,4/8/23 13:00,R_1gNGygoNtNrdeIB,,,,,25.7806,-80.1826,anonymous,EN,6,1,4,1,1,2,Great ,1,1,83,63,,,,,1,62,6431b8e7-4f2e-6a2b-8526-68f0a797e8df,46,2,3,2,1,2,2,3,33054,FL_51,scale_you|trust_you|safety_you,
4/8/23 12:59,4/8/23 13:00,0,97.91.142.50,100,48,1,4/8/23 13:00,R_3p3dufFSyyy2B35,,,,,38.9093,-90.16,anonymous,EN,8,1,4,1,,,,,,,,,,,,,,6431b942-5652-e7e8-b64c-cef963bff36f,43,2,5,1,1,2,10,2,62002,,,
4/8/23 12:57,4/8/23 13:00,0,96.241.62.67,100,134,1,4/8/23 13:00,R_5stMQKwhh6KxgL7,,,,,39.109,-77.2489,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b916-c485-ddd2-40f2-be1b62644bd2,77,2,18,1,15,4,4,3,20886,,,
4/8/23 12:58,4/8/23 13:00,0,98.21.67.202,100,128,1,4/8/23 13:00,R_2tlPbCAonOHAIrn,,,,,40.0732,-82.4017,anonymous,EN,6,1,4,2,,,,,,,,,,,,,,6431b921-fc35-b995-ebb8-42847737da5b,73,1,8,1,1,6,5,2,43055,,,
4/8/23 12:59,4/8/23 13:00,0,73.116.247.223,100,37,1,4/8/23 13:00,R_yIsbIQwFCBPCvnj,,,,,36.7576,-119.8086,anonymous,EN,8,1,4,2,,,,,,,,,,,,,,6431b967-cc53-1e19-d86f-055e4bc17db0,27,2,1,15,2,4,3,4,93722,,,
