"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","Q142","att_1","att_2","comp_0","pref_you","pref_you_explain","comp_2","comp_3","safety_you_1","trust_you_1","pref_others","pref_others_explain","safety_others_1","trust_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID","FL_8_DO"
"11/16/22 10:26","11/16/22 10:29",0,44,100,215,1,"11/16/22 10:29","R_2YxFeZDQYtXbULN",NA,NA,NA,NA,44,44,"anonymous","EN",1,44,4,2,1,5,"I think it will give me some maintenance of control while allowing the machine to do most of the work of driving",2,4,30,51,NA,"",NA,NA,2,"",1,"","45",5,NA,1,70,NA,"FL_51"
"11/16/22 10:24","11/16/22 10:30",0,45,100,382,1,"11/16/22 10:30","R_UbygKX3X9whcRpL",NA,NA,NA,NA,45,45,"anonymous","EN",1,45,4,1,1,NA,"",3,4,NA,NA,5,"has to allow some usage for human behavior incase of errors in system",20,65,1,"",1,"","23",3,NA,1,64,NA,"FL_53"
"11/16/22 10:24","11/16/22 10:31",0,46,100,427,1,"11/16/22 10:31","R_2QX1ZeyMzMfCUS1",NA,NA,NA,NA,46,46,"anonymous","EN",1,46,4,1,1,NA,"",2,1,NA,NA,4,"I can't trust that other drivers will fully attend to their environment, though I also cannot trust completely in the capability of an autonomous driving system. ",6,75,2,"",6,"Asian/White","43",4,NA,1,30,NA,"FL_53"
"11/16/22 10:25","11/16/22 10:32",0,47,100,390,1,"11/16/22 10:32","R_sXamkmlQhqNG0jD",NA,NA,NA,NA,47,47,"anonymous","EN",1,47,4,2,1,NA,"",2,4,NA,NA,5,"The reason why I choose level 5 is because, although having a car that can do everything on its own sounds great, there is still a possibility that things can go wrong and a human should have some sort of control if they do. There are multiple videos that show how a fully self driving car malfuntioned while on auto pilot, or how it ran into something becsue it did not detect it. ",40,50,1,"",2,"","29",3,NA,1,90,NA,"FL_53"
"11/16/22 10:26","11/16/22 10:32",0,48,100,391,1,"11/16/22 10:32","R_3s1zkPEOPDc5dW8",NA,NA,NA,NA,48,48,"anonymous","EN",1,48,4,1,1,6,"I would choose level 6 for the maximum level of safety.",2,4,50,100,NA,"",NA,NA,2,"",1,"","45",2,NA,1,70,NA,"FL_51"
"11/16/22 10:25","11/16/22 10:37",0,49,100,709,1,"11/16/22 10:37","R_1hQ3HCG4PnKV6Zj",NA,NA,NA,NA,49,49,"anonymous","EN",1,49,4,1,1,NA,"",3,2,NA,NA,5,"If they're fully protected there is less chance of injury in a wrect.",55,53,2,"",3,"","70",5,NA,1,17,NA,"FL_53"
"11/16/22 10:21","11/16/22 10:37",0,50,100,978,1,"11/16/22 10:37","R_3PuvrYxcMe5Mtm0",NA,NA,NA,NA,50,50,"anonymous","EN",1,50,4,1,1,NA,"",2,4,NA,NA,4,"I believe that a human should still have some control over the vehicle, just in case there’s a fault in the car.",50,25,2,"",4,"","26",2,NA,1,75,NA,"FL_53"
"11/17/22 12:38","11/17/22 12:39",0,51,100,90,1,"11/17/22 12:39","R_1Oxnd6T2a1oRZX7",NA,NA,NA,NA,51,51,"anonymous","EN",1,51,4,1,1,NA,"",2,1,NA,NA,6,"Because it is safer",50,50,1,"",3,"","23",4,NA,1,75,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:40",0,52,100,96,1,"11/17/22 12:40","R_2cwkBo0j4jTx2cT",NA,NA,NA,NA,52,52,"anonymous","EN",1,52,4,1,1,NA,"",2,4,NA,NA,6,"car accidents are caused by humans",0,100,1,"",3,"","33",1,NA,1,100,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:41",0,53,100,121,1,"11/17/22 12:41","R_2CxKgSQQwpGcJDv",NA,NA,NA,NA,53,53,"anonymous","EN",1,53,4,1,1,6,"I'd like to be able to do something else while the car drives itself",2,4,10,89,NA,"",NA,NA,1,"",3,"","61",6,NA,1,61,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:41",0,54,100,94,1,"11/17/22 12:41","R_pRxXr98gt91e6Qh",NA,NA,NA,NA,54,54,"anonymous","EN",1,54,4,1,1,1,"the technology isn't there yet. I am a better driver then the current programing. ",2,4,96,8,NA,"",NA,NA,1,"",3,"","30",4,NA,1,80,NA,"FL_51"
"11/17/22 12:38","11/17/22 12:41",0,55,100,193,1,"11/17/22 12:41","R_WrilpQe8DL7aEwx",NA,NA,NA,NA,55,55,"anonymous","EN",1,55,4,1,1,5,"I like the idea of self driving but would still prefer to have control if something were to go wrong",2,4,50,70,NA,"",NA,NA,1,"",3,"","28",4,NA,1,25,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:41",0,56,100,132,1,"11/17/22 12:41","R_W6WruYUDyJXZRiF",NA,NA,NA,NA,56,56,"anonymous","EN",1,56,4,1,1,NA,"",2,4,NA,NA,3,"Compromise and best of both systems",68,37,2,"",3,"","42",4,NA,1,0,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:41",0,57,100,116,1,"11/17/22 12:41","R_2sNn05QJH0p6IWB",NA,NA,NA,NA,57,57,"anonymous","EN",1,57,4,1,1,6,"It seems to be the safest.",2,1,0,100,NA,"",NA,NA,2,"",3,"","21",3,NA,1,59,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:42",0,58,100,186,1,"11/17/22 12:42","R_3MDNumSmEhpl35g",NA,NA,NA,NA,58,58,"anonymous","EN",1,58,4,1,1,4,"Because I still want basic control over the vehicle in case something goes wrong ",2,4,41,63,NA,"",NA,NA,2,"",3,"","30",3,NA,1,70,NA,"FL_51"
"11/17/22 12:38","11/17/22 12:42",0,59,100,249,1,"11/17/22 12:42","R_2QxGzqJVHngkSAB",NA,NA,NA,NA,59,59,"anonymous","EN",1,59,4,1,1,1,"I'm more comfortable doing the driving myself than leaving it up to an AI. ",2,4,71,29,NA,"",NA,NA,1,"",4,"","54",4,NA,1,28,NA,"FL_51"
"11/17/22 12:38","11/17/22 12:42",0,60,100,211,1,"11/17/22 12:42","R_3g0LxKWlSdl2ma9",NA,NA,NA,NA,60,60,"anonymous","EN",1,60,4,1,1,NA,"",2,4,NA,NA,4,"They should have some flexibility in their choice of driving, self or machine.",30,70,1,"",3,"","46",4,NA,1,70,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:42",0,61,100,190,1,"11/17/22 12:42","R_2P1hMqt0mxGhm40",NA,NA,NA,NA,61,61,"anonymous","EN",1,61,4,1,1,NA,"",2,4,NA,NA,2,"I understand the benefit of eliminating human error, but I still trust humans more than a machine. ",79,16,2,"",3,"","25",4,NA,1,11,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:42",0,62,100,101,1,"11/17/22 12:42","R_2EclFsJp71tqZWb",NA,NA,NA,NA,62,62,"anonymous","EN",1,62,4,1,1,5,"It seems very safe while I still control some.",2,4,66,55,NA,"",NA,NA,1,"",3,"","21",3,NA,1,40,NA,"FL_51"
"11/17/22 12:40","11/17/22 12:42",0,63,100,155,1,"11/17/22 12:42","R_xGgMgaBebv1WEbn",NA,NA,NA,NA,63,63,"anonymous","EN",1,63,4,1,1,NA,"",3,4,NA,NA,6,"level the playing field on control",25,75,1,"",6,"Middle eastern","36",4,NA,1,50,NA,"FL_53"
"11/17/22 12:40","11/17/22 12:42",0,64,100,135,1,"11/17/22 12:42","R_0pPwq1eRE9rKpix",NA,NA,NA,NA,64,64,"anonymous","EN",1,64,4,1,1,6,"I want to experience this, it will make my life easier ",2,4,50,80,NA,"",NA,NA,1,"",3,"","37",3,NA,1,75,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:43",0,65,100,203,1,"11/17/22 12:43","R_11hZVI1M4mp0u18",NA,NA,NA,NA,65,65,"anonymous","EN",1,65,4,1,1,6,"I would want the car to drive itself",2,4,16,73,NA,"",NA,NA,2,"",3,"","24",4,NA,1,61,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:43",0,66,100,238,1,"11/17/22 12:43","R_2R1ugxCiD0mkYgl",NA,NA,NA,NA,66,66,"anonymous","EN",1,66,4,2,1,6,"I believe that with enough testing and trials we will be able to have accurate self-driving vehicles in my lifetime. This includes all driving functions.",2,4,40,90,NA,"",NA,NA,1,"",3,"","30",3,NA,1,60,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:43",0,67,100,200,1,"11/17/22 12:43","R_1HhpxGZWFOJpazC",NA,NA,NA,NA,67,67,"anonymous","EN",1,67,4,1,1,6,"I would rather the car do all the driving for me. It would make me less stressed. ",2,4,10,90,NA,"",NA,NA,1,"",3,"","33",4,NA,1,60,NA,"FL_51"
"11/17/22 12:40","11/17/22 12:43",0,68,100,175,1,"11/17/22 12:43","R_2Y4gz8CLS1ejsWI",NA,NA,NA,NA,68,68,"anonymous","EN",1,68,4,1,1,2,"I would like the option for the vehicle system to assist with steering and acceleration and deceleration, but would want more info and studies on how safe fully-autonomous vehicles truly are, before committing to one.",2,4,64,16,NA,"",NA,NA,2,"",3,"","31",3,NA,1,8,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:43",0,69,100,249,1,"11/17/22 12:43","R_tM7cZLfQFFm7vA5",NA,NA,NA,NA,69,69,"anonymous","EN",1,69,4,2,1,NA,"",2,4,NA,NA,4,"I chose Level 4 automation for other drivers because I believe this offers the most safety on the road. ",10,90,1,"",2,"","28",4,NA,1,36,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:43",0,70,100,221,1,"11/17/22 12:43","R_0MlQvHAvO4QEoM1",NA,NA,NA,NA,70,70,"anonymous","EN",1,70,4,1,1,NA,"",2,4,NA,NA,4,"Allows for the minimum but necessary needs for an automated car without human error ",34,41,2,"",5,"","24",4,NA,1,17,NA,"FL_53"
"11/17/22 12:39","11/17/22 12:43",0,71,100,279,1,"11/17/22 12:43","R_WdkPbrpklu01oaZ",NA,NA,NA,NA,71,71,"anonymous","EN",1,71,4,1,1,2,"I am still wary about self driving cars. ",2,4,85,28,NA,"",NA,NA,2,"",6,"Lebanese","61",5,NA,1,30,NA,"FL_51"
"11/17/22 12:40","11/17/22 12:43",0,72,100,207,1,"11/17/22 12:43","R_2CcXi9UyBoqSDtM",NA,NA,NA,NA,72,72,"anonymous","EN",1,72,4,1,1,6,"A fully automated vehicle would be great as long as its genuinely safer to be in.",2,4,50,75,NA,"",NA,NA,1,"",1,"","28",3,NA,1,60,NA,"FL_51"
"11/17/22 12:39","11/17/22 12:43",0,73,100,260,1,"11/17/22 12:43","R_2rHCI5La9oJMsVr",NA,NA,NA,NA,73,73,"anonymous","EN",1,73,4,1,1,NA,"",2,4,NA,NA,3,"It seems like a good balance between human and automated driving.",30,72,2,"",3,"","29",4,NA,1,23,NA,"FL_53"
"11/17/22 12:40","11/17/22 12:44",0,74,100,195,1,"11/17/22 12:44","R_2dNn9bQNdHTo6U8",NA,NA,NA,NA,74,74,"anonymous","EN",1,74,4,1,1,NA,"",2,4,NA,NA,5,"I'm not fully confident in automated vehicles. I think they'll be more safe in general, but there will likely be some times when a human can make better decisions.",10,90,2,"",3,"","34",4,NA,1,25,NA,"FL_53"
"11/17/22 12:41","11/17/22 12:44",0,75,100,145,1,"11/17/22 12:44","R_2Sk0RvF8I58VYOf",NA,NA,NA,NA,75,75,"anonymous","EN",1,75,4,1,1,3,"I do not trust driving systems but believe they have potential ",3,4,50,41,NA,"",NA,NA,2,"",3,"","29",5,NA,1,12,NA,"FL_51"
"11/17/22 12:42","11/17/22 12:44",0,76,100,121,1,"11/17/22 12:44","R_1mscAzIdtgpdmWN",NA,NA,NA,NA,76,76,"anonymous","EN",1,76,4,1,1,6,"Just like the study showed I would like to eliminated any human error.",2,4,25,100,NA,"",NA,NA,1,"",3,"","29",3,NA,1,40,NA,"FL_51"
"11/17/22 12:41","11/17/22 12:44",0,77,100,165,1,"11/17/22 12:44","R_2EFeqFORX4nWOvC",NA,NA,NA,NA,77,77,"anonymous","EN",1,77,4,1,1,2,"I wish there would be a hybrid option for other levels. ",2,4,50,50,NA,"",NA,NA,2,"",3,"","28",4,NA,1,10,NA,"FL_51"
"11/17/22 12:42","11/17/22 12:44",0,78,100,112,1,"11/17/22 12:44","R_siNMmhdHkncKh1f",NA,NA,NA,NA,78,78,"anonymous","EN",1,78,4,1,1,6,"All else equal (especially price), I would opt to have the car take the maximum amount of control to free my time for other tasks.",2,4,10,90,NA,"",NA,NA,1,"",3,"","33",5,NA,1,75,NA,"FL_51"
