StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q142,att_1,att_2,comp_0,pref_you,pref_you_explain,comp_2,comp_3,safety_you_1,trust_you_1,pref_others,pref_others_explain,safety_others_1,trust_others_1,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_8_DO
11/16/22 10:13,11/16/22 10:17,0,73.200.0.60,100,209,1,11/16/22 10:17,R_1LbsfNdgZkcjC8K,,,,,39.0851,-77.059,anonymous,EN,1,5589480afdf99b5ccca3c1ea,4,1,1,,,2,4,,,4,i like self driving cars but prefer to have a human take over in cases of emergency,50,59,2,,3,,32,4,,1,50,,FL_53
11/16/22 10:13,11/16/22 10:17,0,107.77.196.213,100,231,1,11/16/22 10:17,R_BPOEfa5W9NpvTkl,,,,,32.7797,-96.8022,anonymous,EN,1,620bde60a922fc3f247f6e6d,4,1,1,,,3,4,,,5,I think should be some human interaction ,31,50,2,,1,,39,3,,1,43,,FL_53
11/16/22 10:16,11/16/22 10:18,0,96.252.65.173,100,153,1,11/16/22 10:18,R_1f1MyK9QFruodbr,,,,,41.9739,-71.3284,anonymous,EN,1,60d228eb0d89613b782ae45d,4,1,1,,,2,4,,,6,"If the previous information is true, it is safer for other drivers to be automated.",30,69,1,,3,,29,4,,1,36,,FL_53
11/16/22 10:17,11/16/22 10:19,0,72.203.160.83,100,107,1,11/16/22 10:19,R_2qlaWBEKD0Jah6H,,,,,30.4594,-87.2075,anonymous,EN,1,558852b6fdf99b4020ba0ad5,4,1,1,,,2,4,,,4,I still think ppl should be aware and able to override a system,30,42,2,,2,,30,4,,1,59,,FL_53
11/16/22 10:16,11/16/22 10:19,0,174.207.35.116,100,185,1,11/16/22 10:19,R_1exwCrxqM6oc2u3,,,,,41.0188,-81.6174,anonymous,EN,1,611becc2a6806f6c5d58f65b,4,2,1,5,"To ensure safety for myself, but also have some control",2,4,28,68,,,,,1,,3,,31,3,,1,64,,FL_51
11/16/22 10:17,11/16/22 10:20,0,66.25.24.141,100,155,1,11/16/22 10:20,R_2pQ3ElX7aMrqjnP,,,,,26.1617,-97.9956,anonymous,EN,1,5f3f448e7a7c06233bd818bd,4,2,1,2,You could have the option to switch,1,4,49,47,,,,,2,,4,,32,2,,1,35,,FL_51
11/16/22 10:18,11/16/22 10:22,0,172.58.172.116,100,231,1,11/16/22 10:22,R_265fr3cln7R90oZ,,,,,28.5177,-81.4508,anonymous,EN,1,5e1830f02529b2116fa49e52,4,1,1,4,Seems to give the best variety of options,2,4,22,43,,,,,1,,3,,28,1,,2,14,,FL_51
11/16/22 10:21,11/16/22 10:23,0,24.23.117.144,100,137,1,11/16/22 10:23,R_VOJDkBiav37WYPT,,,,,40.4339,-79.9996,anonymous,EN,1,60fd9268c761e54a9b5cc483,4,1,1,5,I chose this level because I want to still maintain some control of the vehicle while I'm driving. ,2,4,50,50,,,,,2,,3,,22,4,,1,30,,FL_51
11/16/22 10:22,11/16/22 10:24,0,172.87.108.152,100,129,1,11/16/22 10:24,R_1C8XgCrEoH0RMSt,,,,,31.4193,-100.4803,anonymous,EN,1,5ec5925cb3d6035afea34d20,4,1,1,,,2,4,,,4,Humans should have some control in case of technological error.,38,44,2,,3,,23,4,,1,50,,FL_53
11/16/22 10:22,11/16/22 10:24,0,98.147.157.135,100,120,1,11/16/22 10:24,R_1o5TPJZLoucvKY8,,,,,34.0318,-118.4252,anonymous,EN,1,614e497939b9b53a6013f7b0,4,1,1,,,2,4,,,6,It controls the most ,33,65,3,,3,,24,4,,1,59,,FL_53
11/16/22 10:22,11/16/22 10:24,0,129.21.100.212,100,143,1,11/16/22 10:24,R_2bIzQ6lixwrhUUO,,,,,43.0801,-77.6342,anonymous,EN,1,5ff2b2ae46872e7847902356,4,1,1,4,It is a good in-between.,2,4,30,77,,,,,2,,2,,21,3,,2,33,,FL_51
11/16/22 10:22,11/16/22 10:25,0,173.56.63.154,100,144,1,11/16/22 10:25,R_28CEuAinC3U8KUA,,,,,40.6295,-74.0938,anonymous,EN,1,5f5bd178d9952538dd3d9aa8,4,1,1,2,"I like driving, So I want to experience the full extent of driving with a driving system to cover my faults.",2,4,60,40,,,,,1,,2,,34,4,,1,70,,FL_51
11/16/22 10:19,11/16/22 10:25,0,73.196.47.238,100,318,1,11/16/22 10:25,R_poYcTF54FZoRlrH,,,,,40.7238,-74.2293,anonymous,EN,1,5e3dec90ce522506a9045e17,4,1,1,,,2,4,,,2,"I think that until all safety issues have been fully vetted, tested and provided to buyers, I think that there may be some things on the fringes that an autonomous vehicle may do well but I prefer to control my own driving.",70,30,1,,2,,48,5,,1,30,,FL_53
11/16/22 10:22,11/16/22 10:25,0,166.205.218.127,100,150,1,11/16/22 10:25,R_1EX97OqZXS4durj,,,,,35.21,-80.8512,anonymous,EN,1,63160adc8ae5579be48ed729,4,1,1,,,2,4,,,6,They safe option with machines in control only works if everyone is using it.,0,0,1,,3,,28,2,,1,74,,FL_53
11/16/22 10:22,11/16/22 10:25,0,76.187.133.78,100,151,1,11/16/22 10:25,R_vPOGjLwbgcF1fIl,,,,,32.8996,-96.7906,anonymous,EN,1,6109b144961a44112e2b4fa6,4,1,1,,,2,4,,,5,I think that it is important for there to be the ability for human autonomy in driving in case systems are faulty,30,76,1,,3,,26,5,,1,29,,FL_53
11/16/22 10:22,11/16/22 10:25,0,174.207.46.147,100,218,1,11/16/22 10:25,R_31HQeg5rwZwoNlF,,,,,41.1389,-81.8629,anonymous,EN,1,5c47f0c82381060001bf7500,4,1,1,1,I prefer to be in control of my vehicle,2,4,100,0,,,,,2,,3,,26,3,,1,54,,FL_51
11/16/22 10:23,11/16/22 10:25,0,73.247.228.40,100,134,1,11/16/22 10:25,R_u835kF1UE0O5321,,,,,41.8386,-87.9632,anonymous,EN,1,578d3224900cc80001d2e704,4,1,1,4,"I still want to have some control over the car, so I think 4 is a proper way of sharing the driving abilities.",2,4,60,57,,,,,1,,3,,36,4,,1,19,,FL_51
11/16/22 10:23,11/16/22 10:26,0,47.154.154.245,100,153,1,11/16/22 10:26,R_1NDDrbpEx7zlvUe,,,,,33.6598,-117.3485,anonymous,EN,1,630051de1dfc7f3ba6bb40cc,4,1,1,,,2,4,,,5,there still needs to be some human connnection for very specific situations,33,69,1,,2,,26,4,,1,60,,FL_53
11/16/22 10:23,11/16/22 10:26,0,24.180.199.78,100,199,1,11/16/22 10:26,R_2dGehm5C3VWUWzU,,,,,44.8165,-85.5808,anonymous,EN,1,5e1eacd31718251f30fa5771,4,1,1,4,still having a sense of control and not as scary,2,4,30,64,,,,,2,,3,,23,3,,2,57,,FL_51
11/16/22 10:24,11/16/22 10:26,0,24.151.61.69,100,147,1,11/16/22 10:26,R_0v7QEMrc9FfHzy1,,,,,41.5782,-73.415,anonymous,EN,1,5ac2f7e35cd1050001621c00,4,1,1,,,2,4,,,2,I think the tech is too new and not trustworthy,62,81,1,,3,,46,1,,1,56,,FL_53
11/16/22 10:16,11/16/22 10:26,0,172.58.122.146,100,615,1,11/16/22 10:26,R_3eqrdqLSeavqiSs,,,,,42.3344,-83.1756,anonymous,EN,1,6143c54419a0e89c28649418,4,1,1,,,2,4,,,4,I chose 4 because it’s a good balance or human and technology.,47,58,2,,4,,19,1,,1,58,,FL_53
11/16/22 10:23,11/16/22 10:27,0,74.71.23.203,100,211,1,11/16/22 10:27,R_UAzziIk47lJ3v8Z,,,,,40.8,-73.9763,anonymous,EN,1,5f51287698edeb30a0cf878d,1,1,1,4,I seen reports of automatic driving car being involved in crash and do not see the technology as good enough yet,2,4,30,42,,,,,1,,2,,37,4,,2,15,,FL_51
11/16/22 10:23,11/16/22 10:27,0,97.70.244.201,100,197,1,11/16/22 10:27,R_2UbcIlZU57RGQ6Z,,,,,42.4607,-83.4582,anonymous,EN,1,60c6cd8bacdf5d1f27924048,4,1,1,,,2,4,,,4,I think the technology is capable of doing the things listed in level 4 but not quite there for the dynamic driving features yet,43,52,1,,3,,30,4,,1,40,,FL_53
11/16/22 10:24,11/16/22 10:27,0,47.157.4.115,100,189,1,11/16/22 10:27,R_1LzzTQZHRXpwkJl,,,,,33.9794,-118.0609,anonymous,EN,1,558b8473fdf99b21155f2c40,4,1,1,,,2,4,,,4,Because the technology isn't there yet for a Level 6. I would need to see years of Level 6 automation before I'd be comfortable with myself or other drivers using it.,50,65,1,,2,,40,4,,1,60,,FL_53
11/16/22 10:24,11/16/22 10:27,0,76.145.40.202,100,208,1,11/16/22 10:27,R_325ZySDKTOfd0yF,,,,,33.7855,-84.3612,anonymous,EN,1,61001d72c347afe965d2b848,4,1,1,5,I like that the drving system control everything else so that the human can focus on all driving dynamics,2,4,60,39,,,,,2,,1,,19,3,,1,31,,FL_51
11/16/22 10:25,11/16/22 10:27,0,172.56.216.106,100,176,1,11/16/22 10:27,R_2bTRFRbqfiq4JDd,,,,,39.9792,-75.1279,anonymous,EN,1,60fdfe436bebd218b540b54f,4,1,1,2,I am interested in automation but i would not want to heavily rely on it,2,4,29,35,,,,,4,agender,1,,21,3,,1,13,,FL_51
11/16/22 10:24,11/16/22 10:28,0,75.13.139.146,100,225,1,11/16/22 10:28,R_yIQhPZMNz1kLeut,,,,,38.5759,-90.5167,anonymous,EN,1,55a5f1e8fdf99b28b5340d01,4,1,1,2,I don't think the technology for self driving vehicles is far enough along yet to have any confidence buying a fully automated vehicle.,2,4,70,0,,,,,1,,3,,40,1,,1,65,,FL_51
11/16/22 10:25,11/16/22 10:28,0,24.184.118.118,100,187,1,11/16/22 10:28,R_1SRF0kRKTb7m0i5,,,,,40.6513,-74.1879,anonymous,EN,1,5dd4c20186c8864a376f7480,4,1,1,,,2,4,,,5,"I think the machine should have most of the control, but still the human should have some say.",30,71,1,,4,,28,4,,1,66,,FL_53
11/16/22 10:25,11/16/22 10:28,0,174.240.209.183,100,188,1,11/16/22 10:28,R_xaYb1dJYV5VzvRn,,,,,40.0364,-75.2219,anonymous,EN,1,5df99319ef7f5e71258ab6f3,4,1,1,3,I like to maintain control but also have some self driving capability,2,4,71,31,,,,,1,,3,,31,4,,1,54,,FL_51
11/16/22 10:26,11/16/22 10:28,0,98.17.129.134,100,150,1,11/16/22 10:28,R_2ZW9NVdh4VkkHOx,,,,,33.6739,-86.4109,anonymous,EN,1,5f3d42de03555c0832cbef73,4,1,1,6,I hate driving. ,2,4,0,100,,,,,2,,3,,20,3,,1,26,,FL_51
11/16/22 10:25,11/16/22 10:28,0,76.188.42.63,100,226,1,11/16/22 10:28,R_3NRiJPhxSrHr18G,,,,,41.8768,-80.7836,anonymous,EN,1,5dd3e1f5b48da33b9f4dbe5b,4,2,1,1,I dont trust automated anything I was a nuclear refueler worked hand in hand with automation,2,4,100,19,,,,,2,,3,,65,3,,2,84,,FL_51
11/16/22 10:24,11/16/22 10:29,0,73.53.174.12,100,253,1,11/16/22 10:29,R_CgkuOESoDUPzDcB,,,,,30.2441,-81.6155,anonymous,EN,1,5dc3545b178fc925f5334145,4,1,1,,,2,4,,,5,"I don't think everything can be replaced by AI, but humans can become way better drivers using it. ",50,50,2,,3,,24,2,,1,10,,FL_53
11/16/22 10:24,11/16/22 10:29,0,100.37.87.216,100,337,1,11/16/22 10:29,R_2BeVZJTSniAoiOp,,,,,40.7513,-73.8244,anonymous,EN,1,60185121c694790aa6520236,4,1,1,6,I want all levels of automation but then be able to select specific automation for different driving conditions if necessary.,2,4,35,70,,,,,2,,2,,43,4,,1,30,,FL_51
11/16/22 10:26,11/16/22 10:29,0,73.122.132.87,100,215,1,11/16/22 10:29,R_2YxFeZDQYtXbULN,,,,,33.8332,-84.6031,anonymous,EN,1,607331e66524baf7ddfaae21,4,2,1,5,I think it will give me some maintenance of control while allowing the machine to do most of the work of driving,2,4,30,51,,,,,2,,1,,45,5,,1,70,,FL_51
11/16/22 10:24,11/16/22 10:30,0,104.129.207.5,100,382,1,11/16/22 10:30,R_UbygKX3X9whcRpL,,,,,34.2319,-84.1627,anonymous,EN,1,62fc3e0bc6474488ccda6bb0,4,1,1,,,3,4,,,5,has to allow some usage for human behavior incase of errors in system,20,65,1,,1,,23,3,,1,64,,FL_53
11/16/22 10:24,11/16/22 10:31,0,73.168.149.84,100,427,1,11/16/22 10:31,R_2QX1ZeyMzMfCUS1,,,,,41.6477,-85.9758,anonymous,EN,1,55a2fa33fdf99b073cd94947,4,1,1,,,2,1,,,4,"I can't trust that other drivers will fully attend to their environment, though I also cannot trust completely in the capability of an autonomous driving system. ",6,75,2,,6,Asian/White,43,4,,1,30,,FL_53
11/16/22 10:25,11/16/22 10:32,0,100.8.215.218,100,390,1,11/16/22 10:32,R_sXamkmlQhqNG0jD,,,,,40.7467,-74.0574,anonymous,EN,1,63614cc86d3925ce25f090a2,4,2,1,,,2,4,,,5,"The reason why I choose level 5 is because, although having a car that can do everything on its own sounds great, there is still a possibility that things can go wrong and a human should have some sort of control if they do. There are multiple videos that show how a fully self driving car malfuntioned while on auto pilot, or how it ran into something becsue it did not detect it. ",40,50,1,,2,,29,3,,1,90,,FL_53
11/16/22 10:26,11/16/22 10:32,0,172.58.185.226,100,391,1,11/16/22 10:32,R_3s1zkPEOPDc5dW8,,,,,40.4325,-79.863,anonymous,EN,1,5fd2a27758c6df09223dd4b3,4,1,1,6,I would choose level 6 for the maximum level of safety.,2,4,50,100,,,,,2,,1,,45,2,,1,70,,FL_51
11/16/22 10:25,11/16/22 10:37,0,192.181.215.255,100,709,1,11/16/22 10:37,R_1hQ3HCG4PnKV6Zj,,,,,37.9824,-84.4797,anonymous,EN,1,60c76fb5887b0728245b0695,4,1,1,,,3,2,,,5,If they're fully protected there is less chance of injury in a wrect.,55,53,2,,3,,70,5,,1,17,,FL_53
11/16/22 10:21,11/16/22 10:37,0,98.254.30.110,100,978,1,11/16/22 10:37,R_3PuvrYxcMe5Mtm0,,,,,26.0168,-80.1537,anonymous,EN,1,60fedc328bde65fe6f8fc433,4,1,1,,,2,4,,,4,"I believe that a human should still have some control over the vehicle, just in case there’s a fault in the car.",50,25,2,,4,,26,2,,1,75,,FL_53
11/17/22 12:38,11/17/22 12:39,0,47.38.193.160,100,90,1,11/17/22 12:39,R_1Oxnd6T2a1oRZX7,,,,,32.7979,-97.3586,anonymous,EN,1,6119d9f5a882080ef1c9e9e6,4,1,1,,,2,1,,,6,Because it is safer,50,50,1,,3,,23,4,,1,75,,FL_53
11/17/22 12:39,11/17/22 12:40,0,173.29.42.212,100,96,1,11/17/22 12:40,R_2cwkBo0j4jTx2cT,,,,,38.5608,-75.2121,anonymous,EN,1,550bb70bfdf99b6853dab45e,4,1,1,,,2,4,,,6,car accidents are caused by humans,0,100,1,,3,,33,1,,1,100,,FL_53
11/17/22 12:39,11/17/22 12:41,0,74.133.135.37,100,121,1,11/17/22 12:41,R_2CxKgSQQwpGcJDv,,,,,39.0705,-84.516,anonymous,EN,1,5615777c7ffc8a000a811c61,4,1,1,6,I'd like to be able to do something else while the car drives itself,2,4,10,89,,,,,1,,3,,61,6,,1,61,,FL_51
11/17/22 12:39,11/17/22 12:41,0,100.18.29.70,100,94,1,11/17/22 12:41,R_pRxXr98gt91e6Qh,,,,,39.3888,-76.4988,anonymous,EN,1,5c126ef8e2728500013f98fe,4,1,1,1,the technology isn't there yet. I am a better driver then the current programing. ,2,4,96,8,,,,,1,,3,,30,4,,1,80,,FL_51
11/17/22 12:38,11/17/22 12:41,0,152.44.203.85,100,193,1,11/17/22 12:41,R_WrilpQe8DL7aEwx,,,,,48.5598,-122.4151,anonymous,EN,1,6344ed273a8ccbad5660a80f,4,1,1,5,I like the idea of self driving but would still prefer to have control if something were to go wrong,2,4,50,70,,,,,1,,3,,28,4,,1,25,,FL_51
11/17/22 12:39,11/17/22 12:41,0,24.62.234.153,100,132,1,11/17/22 12:41,R_W6WruYUDyJXZRiF,,,,,41.9261,-71.3011,anonymous,EN,1,6315fd35f830ee994892f608,4,1,1,,,2,4,,,3,Compromise and best of both systems,68,37,2,,3,,42,4,,1,0,,FL_53
11/17/22 12:39,11/17/22 12:41,0,73.7.160.186,100,116,1,11/17/22 12:41,R_2sNn05QJH0p6IWB,,,,,33.9721,-84.4406,anonymous,EN,1,5de8613ddf86d37c8a8ab294,4,1,1,6,It seems to be the safest.,2,1,0,100,,,,,2,,3,,21,3,,1,59,,FL_51
11/17/22 12:39,11/17/22 12:42,0,174.240.19.166,100,186,1,11/17/22 12:42,R_3MDNumSmEhpl35g,,,,,33.5093,-112.0563,anonymous,EN,1,6111a61a1f00387413cc1321,4,1,1,4,Because I still want basic control over the vehicle in case something goes wrong ,2,4,41,63,,,,,2,,3,,30,3,,1,70,,FL_51
11/17/22 12:38,11/17/22 12:42,0,108.192.101.175,100,249,1,11/17/22 12:42,R_2QxGzqJVHngkSAB,,,,,37.472,-122.2312,anonymous,EN,1,5c6f97ffd8ae4f000192fe18,4,1,1,1,I'm more comfortable doing the driving myself than leaving it up to an AI. ,2,4,71,29,,,,,1,,4,,54,4,,1,28,,FL_51
11/17/22 12:38,11/17/22 12:42,0,70.95.99.252,100,211,1,11/17/22 12:42,R_3g0LxKWlSdl2ma9,,,,,32.8192,-117.1002,anonymous,EN,1,61670b499c1bc22ba3a7b588,4,1,1,,,2,4,,,4,"They should have some flexibility in their choice of driving, self or machine.",30,70,1,,3,,46,4,,1,70,,FL_53
11/17/22 12:39,11/17/22 12:42,0,174.192.67.95,100,190,1,11/17/22 12:42,R_2P1hMqt0mxGhm40,,,,,42.1112,-88.0439,anonymous,EN,1,60fecbc19cec3be981dc9152,4,1,1,,,2,4,,,2,"I understand the benefit of eliminating human error, but I still trust humans more than a machine. ",79,16,2,,3,,25,4,,1,11,,FL_53
11/17/22 12:41,11/17/22 12:42,0,199.18.112.254,100,101,1,11/17/22 12:42,R_2EclFsJp71tqZWb,,,,,40.1149,-82.9054,anonymous,EN,1,5efa05ac9d93427d6ec8ab73,4,1,1,5,It seems very safe while I still control some.,2,4,66,55,,,,,1,,3,,21,3,,1,40,,FL_51
11/17/22 12:40,11/17/22 12:42,0,38.141.235.200,100,155,1,11/17/22 12:42,R_xGgMgaBebv1WEbn,,,,,34.0026,-96.3832,anonymous,EN,1,6287aa36c1f50d2e148e6d63,4,1,1,,,3,4,,,6,level the playing field on control,25,75,1,,6,Middle eastern,36,4,,1,50,,FL_53
11/17/22 12:40,11/17/22 12:42,0,172.58.38.212,100,135,1,11/17/22 12:42,R_0pPwq1eRE9rKpix,,,,,38.6226,-121.3885,anonymous,EN,1,6095904b3fb937367c62813a,4,1,1,6,"I want to experience this, it will make my life easier ",2,4,50,80,,,,,1,,3,,37,3,,1,75,,FL_51
11/17/22 12:39,11/17/22 12:43,0,69.249.1.165,100,203,1,11/17/22 12:43,R_11hZVI1M4mp0u18,,,,,40.1922,-75.4339,anonymous,EN,1,5ed081544e61f3163c036286,4,1,1,6,I would want the car to drive itself,2,4,16,73,,,,,2,,3,,24,4,,1,61,,FL_51
11/17/22 12:39,11/17/22 12:43,0,174.16.146.122,100,238,1,11/17/22 12:43,R_2R1ugxCiD0mkYgl,,,,,39.7388,-104.9868,anonymous,EN,1,632a7c536b11157f9f23dc0d,4,2,1,6,I believe that with enough testing and trials we will be able to have accurate self-driving vehicles in my lifetime. This includes all driving functions.,2,4,40,90,,,,,1,,3,,30,3,,1,60,,FL_51
11/17/22 12:39,11/17/22 12:43,0,172.58.180.93,100,200,1,11/17/22 12:43,R_1HhpxGZWFOJpazC,,,,,32.7572,-96.7611,anonymous,EN,1,6295343558bd17d19b11684d,4,1,1,6,I would rather the car do all the driving for me. It would make me less stressed. ,2,4,10,90,,,,,1,,3,,33,4,,1,60,,FL_51
11/17/22 12:40,11/17/22 12:43,0,172.58.216.207,100,175,1,11/17/22 12:43,R_2Y4gz8CLS1ejsWI,,,,,42.0774,-71.0446,anonymous,EN,1,5ffff3ac6fc9001772ea3312,4,1,1,2,"I would like the option for the vehicle system to assist with steering and acceleration and deceleration, but would want more info and studies on how safe fully-autonomous vehicles truly are, before committing to one.",2,4,64,16,,,,,2,,3,,31,3,,1,8,,FL_51
11/17/22 12:39,11/17/22 12:43,0,71.246.100.228,100,249,1,11/17/22 12:43,R_tM7cZLfQFFm7vA5,,,,,40.5978,-74.0001,anonymous,EN,1,5bf56634bc65dd0001f65843,4,2,1,,,2,4,,,4,I chose Level 4 automation for other drivers because I believe this offers the most safety on the road. ,10,90,1,,2,,28,4,,1,36,,FL_53
11/17/22 12:39,11/17/22 12:43,0,99.63.5.3,100,221,1,11/17/22 12:43,R_0MlQvHAvO4QEoM1,,,,,38.6664,-90.322,anonymous,EN,1,61140fbc763ecf6f2de71183,4,1,1,,,2,4,,,4,Allows for the minimum but necessary needs for an automated car without human error ,34,41,2,,5,,24,4,,1,17,,FL_53
11/17/22 12:39,11/17/22 12:43,0,172.117.91.227,100,279,1,11/17/22 12:43,R_WdkPbrpklu01oaZ,,,,,33.4948,-117.0954,anonymous,EN,1,6334a8022f05d63c1f898896,4,1,1,2,I am still wary about self driving cars. ,2,4,85,28,,,,,2,,6,Lebanese,61,5,,1,30,,FL_51
11/17/22 12:40,11/17/22 12:43,0,76.149.5.176,100,207,1,11/17/22 12:43,R_2CcXi9UyBoqSDtM,,,,,38.5879,-121.4053,anonymous,EN,1,6369e7da76e89358822ee5b5,4,1,1,6,A fully automated vehicle would be great as long as its genuinely safer to be in.,2,4,50,75,,,,,1,,1,,28,3,,1,60,,FL_51
11/17/22 12:39,11/17/22 12:43,0,65.188.40.19,100,260,1,11/17/22 12:43,R_2rHCI5La9oJMsVr,,,,,33.9632,-80.9341,anonymous,EN,1,5a92e1eeb5e2110001c670f0,4,1,1,,,2,4,,,3,It seems like a good balance between human and automated driving.,30,72,2,,3,,29,4,,1,23,,FL_53
11/17/22 12:40,11/17/22 12:44,0,174.51.183.30,100,195,1,11/17/22 12:44,R_2dNn9bQNdHTo6U8,,,,,38.8585,-104.7162,anonymous,EN,1,5a01a0fd728b1b0001ad89f8,4,1,1,,,2,4,,,5,"I'm not fully confident in automated vehicles. I think they'll be more safe in general, but there will likely be some times when a human can make better decisions.",10,90,2,,3,,34,4,,1,25,,FL_53
11/17/22 12:41,11/17/22 12:44,0,173.172.107.121,100,145,1,11/17/22 12:44,R_2Sk0RvF8I58VYOf,,,,,38.9523,-94.7395,anonymous,EN,1,60ff73944b8a448452e215ec,4,1,1,3,I do not trust driving systems but believe they have potential ,3,4,50,41,,,,,2,,3,,29,5,,1,12,,FL_51
11/17/22 12:42,11/17/22 12:44,0,50.5.55.88,100,121,1,11/17/22 12:44,R_1mscAzIdtgpdmWN,,,,,39.0055,-84.6006,anonymous,EN,1,60fe47b274576eb477b06e6d,4,1,1,6,Just like the study showed I would like to eliminated any human error.,2,4,25,100,,,,,1,,3,,29,3,,1,40,,FL_51
11/17/22 12:41,11/17/22 12:44,0,47.202.18.136,100,165,1,11/17/22 12:44,R_2EFeqFORX4nWOvC,,,,,27.2636,-82.5171,anonymous,EN,1,6107f04303b4dfbf37e46cb6,4,1,1,2,I wish there would be a hybrid option for other levels. ,2,4,50,50,,,,,2,,3,,28,4,,1,10,,FL_51
11/17/22 12:42,11/17/22 12:44,0,76.125.139.110,100,112,1,11/17/22 12:44,R_siNMmhdHkncKh1f,,,,,40.5245,-79.0843,anonymous,EN,1,56e9ce040a5579000b8f8039,4,1,1,6,"All else equal (especially price), I would opt to have the car take the maximum amount of control to free my time for other tasks.",2,4,10,90,,,,,1,,3,,33,5,,1,75,,FL_51
