"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","att_2","consent","att_3","att_4","comp_1","pref_you","pref_you_explain","comp_2","comp_3","safety_you_1","trust_you_1","pref_others","pref_others_explain","safety_others_1","trust_others_1","license","ai_knowledge_1","rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","FL_8_DO","av_you_DO","av_others_DO"
"4/8/23 12:56","4/8/23 12:57",0,15,100,23,1,"4/8/23 12:57","R_1Ln74X9kOgkxN8T",NA,NA,NA,NA,15,15,"anonymous","EN",10,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8b6-75f6-a1c5-6c02-380f57f25f0e",20,2,1,1,1,2,10,3,15,"","",""
"4/8/23 12:56","4/8/23 12:57",0,16,100,67,1,"4/8/23 12:57","R_2uX32lYnbesCD3s",NA,NA,NA,NA,16,16,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8b9-c64b-a762-fb03-2a726ecd3704",46,2,6,1,1,5,2,3,16,"","",""
"4/8/23 12:55","4/8/23 12:57",0,17,100,94,1,"4/8/23 12:57","R_27lepnc39J3to4B",NA,NA,NA,NA,17,17,"anonymous","EN",6,1,4,1,1,NA,"",1,1,NA,NA,1,"The first time you have a problem is if ",38,64,2,25,"6431b877-3514-eabc-7761-18c2167b5a9a",38,1,3,2,2,2,2,1,17,"FL_53","","scale_others|safety_others|trust_others"
"4/8/23 12:56","4/8/23 12:57",0,18,100,36,1,"4/8/23 12:57","R_3e3NMtPCgmw7alz",NA,NA,NA,NA,18,18,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8e1-dd0c-0d71-3a82-d683019da9fa",42,1,18,1,1,6,1,4,18,"","",""
"4/8/23 12:56","4/8/23 12:57",0,19,100,38,1,"4/8/23 12:57","R_aXJLGEENdtkdIwp",NA,NA,NA,NA,19,19,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8f1-83c8-d064-9d64-53921bd492ff",18,1,3,1,14,2,4,1,19,"","",""
"4/8/23 12:56","4/8/23 12:57",0,20,100,84,1,"4/8/23 12:57","R_1QnHxhL7l55tBbL",NA,NA,NA,NA,20,20,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8b5-f329-3949-f1e4-90774ece9c04",24,2,19,8,1,7,9,1,20,"","",""
"4/8/23 12:55","4/8/23 12:57",0,21,100,131,1,"4/8/23 12:57","R_b8CZX3ty2v7IU3T",NA,NA,NA,NA,21,21,"anonymous","EN",6,1,4,1,1,3,"Better deal ",1,1,93,83,NA,"",NA,NA,1,74,"6431b88e-5062-8164-fc95-cc039fb52071",38,2,1,1,1,2,1,3,21,"FL_51","scale_you|safety_you|trust_you",""
"4/8/23 12:57","4/8/23 12:57",0,22,100,35,1,"4/8/23 12:57","R_3oU4DNbpe4OaqeQ",NA,NA,NA,NA,22,22,"anonymous","EN",7,1,4,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8dc-030b-fb2d-2d61-336439f67446",48,1,-3105,1,1,8,4,2,22,"","",""
"4/8/23 12:57","4/8/23 12:57",0,23,100,37,1,"4/8/23 12:57","R_vVtY4vzPnGodFfz",NA,NA,NA,NA,23,23,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8c6-3141-58e2-b904-1131296d924c",59,1,9,1,1,6,10,3,23,"","",""
"4/8/23 12:57","4/8/23 12:57",0,24,100,27,1,"4/8/23 12:57","R_1Kwqcj4kqrQ5R6P",NA,NA,NA,NA,24,24,"anonymous","EN",7,1,4,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8cc-3217-029f-e4f4-fef52e9ab25a",42,1,18,1,2,8,8,4,24,"","",""
"4/8/23 12:57","4/8/23 12:57",0,25,100,39,1,"4/8/23 12:57","R_2BeSci3UZtJcHhr",NA,NA,NA,NA,25,25,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8cd-da3d-784f-f649-f75a933c6f0a",61,2,20,1,1,8,9,3,25,"","",""
"4/8/23 12:57","4/8/23 12:58",0,26,100,39,1,"4/8/23 12:58","R_AgS50AJDVbDVXLH",NA,NA,NA,NA,26,26,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8f4-4893-d618-e5af-a77842020943",70,1,14,1,1,8,2,3,26,"","",""
"4/8/23 12:56","4/8/23 12:58",0,27,100,88,1,"4/8/23 12:58","R_sTdJZOwOAPmiwaB",NA,NA,NA,NA,27,27,"anonymous","EN",7,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8cd-bc0c-ae10-a288-eb48eaf5256b",20,1,1,1,2,2,1,3,27,"","",""
"4/8/23 12:56","4/8/23 12:58",0,28,100,68,1,"4/8/23 12:58","R_3gUk8f71gbefUTX",NA,NA,NA,NA,28,28,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8ba-7c05-9c84-3b63-a11ec74315b6",29,2,1,1,1,4,4,3,28,"","",""
"4/8/23 12:57","4/8/23 12:58",0,29,100,56,1,"4/8/23 12:58","R_21Gm2OA2HawEcvk",NA,NA,NA,NA,29,29,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b903-fcf0-652c-3b0e-b4fbdfd678b2",53,2,12,1,1,8,10,3,29,"","",""
"4/8/23 12:57","4/8/23 12:58",0,30,100,40,1,"4/8/23 12:58","R_oZZXoWtB9dg1g0F",NA,NA,NA,NA,30,30,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8e0-4828-a36a-09a9-c578a9a0de46",67,2,19,1,1,6,4,3,30,"","",""
"4/8/23 12:57","4/8/23 12:58",0,31,100,64,1,"4/8/23 12:58","R_2cjynUDrh6JBiEb",NA,NA,NA,NA,31,31,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8d5-c068-2562-cd83-6625e7ad9fe6",47,1,9,1,1,2,1,4,31,"","",""
"4/8/23 12:57","4/8/23 12:58",0,32,100,45,1,"4/8/23 12:58","R_3hoxPykL1nDtq58",NA,NA,NA,NA,32,32,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b906-a45a-0e66-9cab-54f4f1cd7300",70,2,19,1,1,6,10,2,32,"","",""
"4/8/23 12:56","4/8/23 12:58",0,33,100,113,1,"4/8/23 12:58","R_240jHFV0oZKJGZP",NA,NA,NA,NA,33,33,"anonymous","EN",6,1,4,1,2,NA,"",2,1,NA,NA,2,"It has the power of Ai and human",66,70,1,40,"6431b8c4-e14e-1e4d-4734-59e360a75edf",21,1,9,2,1,2,3,3,33,"FL_53","","scale_others|trust_others|safety_others"
"4/8/23 12:57","4/8/23 12:58",0,34,100,76,1,"4/8/23 12:58","R_2WUPnoMgRwJUPPJ",NA,NA,NA,NA,34,34,"anonymous","EN",6,1,4,1,1,NA,"",2,1,NA,NA,3,"None",36,76,2,4,"6431b8d9-c2ea-d44b-6ff8-c9e8f96f1dce",20,2,13,16,6,4,1,1,34,"FL_53","","scale_others|safety_others|trust_others"
"4/8/23 12:57","4/8/23 12:58",0,35,100,57,1,"4/8/23 12:58","R_yIyg9HsUArCAIox",NA,NA,NA,NA,35,35,"anonymous","EN",9,1,4,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8ee-2722-26b3-eba5-42e11489bc19",20,2,1,1,1,4,1,3,35,"","",""
"4/8/23 12:57","4/8/23 12:58",0,36,100,33,1,"4/8/23 12:58","R_1Nb16VDQlWN1BoT",NA,NA,NA,NA,36,36,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8ff-6f22-6f71-c66e-81098dca5aa5",22,2,1,16,16,4,4,1,36,"","",""
"4/8/23 12:57","4/8/23 12:58",0,37,100,34,1,"4/8/23 12:58","R_3elip0RxjZ2g65S",NA,NA,NA,NA,37,37,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8ef-5569-ac4a-74a5-b51270ab0b37",37,2,5,1,1,8,9,2,37,"","",""
"4/8/23 12:57","4/8/23 12:58",0,38,100,39,1,"4/8/23 12:58","R_3fZd3wmGyYTCAFD",NA,NA,NA,NA,38,38,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b924-db96-bacc-3217-0e1e83eb47eb",68,1,3,1,1,6,9,3,38,"","",""
"4/8/23 12:58","4/8/23 12:58",0,39,100,30,1,"4/8/23 12:58","R_27V6OPNRQzurguE",NA,NA,NA,NA,39,39,"anonymous","EN",9,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b911-5ea0-4bc4-65a1-a5dba592a89a",38,2,3,1,1,8,2,1,39,"","",""
"4/8/23 12:57","4/8/23 12:58",0,40,100,48,1,"4/8/23 12:58","R_2yeLvcnHCuy27Le",NA,NA,NA,NA,40,40,"anonymous","EN",7,1,4,1,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8e9-de0c-068b-5171-292303106d3b",65,2,5,1,1,6,2,1,40,"","",""
"4/8/23 12:58","4/8/23 12:58",0,41,100,14,1,"4/8/23 12:58","R_1i9TGECEJu9rWji",NA,NA,NA,NA,41,41,"anonymous","EN",8,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b920-7b27-93dd-2ca5-c5a6703b25cb",42,2,-3105,1,15,8,2,3,41,"","",""
"4/8/23 12:57","4/8/23 12:58",0,42,100,65,1,"4/8/23 12:58","R_3Of7jctN03vhmSG",NA,NA,NA,NA,42,42,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8ec-b0ce-82da-14e0-ed4964bcbde0",65,2,11,1,1,6,7,3,42,"","",""
"4/8/23 12:58","4/8/23 12:58",0,43,100,23,1,"4/8/23 12:58","R_OPvsOO72g5D2oTf",NA,NA,NA,NA,43,43,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b91b-a9a1-aa1c-561c-898907d26768",21,1,6,2,1,2,4,3,43,"","",""
"4/8/23 12:58","4/8/23 12:58",0,44,100,23,1,"4/8/23 12:58","R_2f6U44Ud6DmdYPn",NA,NA,NA,NA,44,44,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b90a-5e4b-4fdc-69f4-d308e9ee553d",50,1,20,1,1,8,8,2,44,"","",""
"4/8/23 12:55","4/8/23 12:58",0,45,100,181,1,"4/8/23 12:58","R_XiaPaEQC7VajEpH",NA,NA,NA,NA,45,45,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b87e-d55e-c7c1-e83c-78e6626b63fb",50,1,23,2,1,7,1,2,45,"","",""
"4/8/23 12:56","4/8/23 12:58",0,46,100,135,1,"4/8/23 12:58","R_3lXH4OsGXPpXH9I",NA,NA,NA,NA,46,46,"anonymous","EN",8,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8a8-74f1-28ee-42d9-7ed0bfd6a3ec",26,2,1,2,1,2,10,3,46,"","",""
"4/8/23 12:57","4/8/23 12:58",0,47,100,51,1,"4/8/23 12:58","R_0rd4iJ9YfBoJu7v",NA,NA,NA,NA,47,47,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b912-7fcf-3072-cb3d-d2cbef40897e",50,2,-3105,1,1,8,10,2,47,"","",""
"4/8/23 12:58","4/8/23 12:58",0,48,100,43,1,"4/8/23 12:58","R_sXr0rtD1HmiSYzD",NA,NA,NA,NA,48,48,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8f4-b724-0f77-642f-dffc1386d338",57,2,6,1,1,8,10,3,48,"","",""
"4/8/23 12:58","4/8/23 12:58",0,49,100,49,1,"4/8/23 12:58","R_301yNu8ka1mxT9X",NA,NA,NA,NA,49,49,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b90f-e261-824d-35bf-5ea2bc075c9a",33,2,-3105,5,1,-3105,4,1,49,"","",""
"4/8/23 12:57","4/8/23 12:58",0,50,100,77,1,"4/8/23 12:58","R_3HMHaHttdrU1wRP",NA,NA,NA,NA,50,50,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8db-65c1-2594-1f03-c8e7e1dc1fe6",41,2,19,2,1,6,3,3,50,"","",""
"4/8/23 12:55","4/8/23 12:58",0,51,100,175,1,"4/8/23 12:58","R_2CWg5wd9F9TvmaO",NA,NA,NA,NA,51,51,"anonymous","EN",6,1,4,1,1,6,"Has everything covered ",2,1,82,70,NA,"",NA,NA,1,62,"6431b87a-63dd-150f-5faf-409284d0af45",58,2,5,1,1,5,9,1,51,"FL_51","scale_you|trust_you|safety_you",""
"4/8/23 12:57","4/8/23 12:58",0,52,100,56,1,"4/8/23 12:58","R_Dv3lQspPpWzySt3",NA,NA,NA,NA,52,52,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b92f-5700-ede1-a2c3-f1d12dfff17c",50,1,12,1,1,6,4,2,52,"","",""
"4/8/23 12:57","4/8/23 12:58",0,53,100,56,1,"4/8/23 12:58","R_2B3Q2qEeBU9sil2",NA,NA,NA,NA,53,53,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b923-ad1c-f73c-5103-86cdf3cdccd2",63,2,20,1,1,6,10,3,53,"","",""
"4/8/23 12:58","4/8/23 12:58",0,54,100,47,1,"4/8/23 12:58","R_3NEEu5KL105KhG6",NA,NA,NA,NA,54,54,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b92d-0432-f849-f0e4-b2dc8a25dce9",62,2,4,1,1,6,10,2,54,"","",""
"4/8/23 12:57","4/8/23 12:59",0,55,100,113,1,"4/8/23 12:59","R_12DBMsm3oP4eZPP",NA,NA,NA,NA,55,55,"anonymous","EN",6,1,4,1,1,1,"I’m going back in to work ",1,1,86,19,NA,"",NA,NA,2,42,"6431b8ef-0c9f-524b-286f-7a58473a58dd",19,2,1,15,7,2,3,4,55,"FL_51","scale_you|trust_you|safety_you",""
"4/8/23 12:58","4/8/23 12:59",0,56,100,41,1,"4/8/23 12:59","R_DSj7KLC1SN1H2Zr",NA,NA,NA,NA,56,56,"anonymous","EN",7,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b946-1e4f-8e99-e826-6fd4cd0ccd9e",63,2,10,1,1,8,2,2,56,"","",""
"4/8/23 12:58","4/8/23 12:59",0,57,100,32,1,"4/8/23 12:59","R_0ceNyXitSsNKbtL",NA,NA,NA,NA,57,57,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b950-13f5-9ec3-d69b-644f16ed180b",43,1,4,1,1,2,1,1,57,"","",""
"4/8/23 12:58","4/8/23 12:59",0,58,100,42,1,"4/8/23 12:59","R_1hX8Xg54szkPOwS",NA,NA,NA,NA,58,58,"anonymous","EN",8,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b921-fbcb-160e-b31f-e5a3637a44fb",32,2,1,1,1,-3105,7,3,58,"","",""
"4/8/23 12:58","4/8/23 12:59",0,59,100,38,1,"4/8/23 12:59","R_10Mp5ZZp3wCgM5x",NA,NA,NA,NA,59,59,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b913-55af-0e8d-e4c9-dd1aa725c57f",24,2,4,2,1,2,1,3,59,"","",""
"4/8/23 12:57","4/8/23 12:59",0,60,100,83,1,"4/8/23 12:59","R_3LdpRSsrvzmBjPm",NA,NA,NA,NA,60,60,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b91a-3c48-f0b4-f009-b0b419991c7b",71,1,13,1,1,8,9,1,60,"","",""
"4/8/23 12:58","4/8/23 12:59",0,61,100,49,1,"4/8/23 12:59","R_doQ3DC3Kq4l76lX",NA,NA,NA,NA,61,61,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b92a-1791-5633-b602-0eb90bb4cba3",45,1,1,1,1,4,9,3,61,"","",""
"4/8/23 12:57","4/8/23 12:59",0,62,100,86,1,"4/8/23 12:59","R_yOxdXavkA9FXqqR",NA,NA,NA,NA,62,62,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8f6-2b11-0732-6169-cf2ff37c4a45",36,2,8,2,1,7,1,3,62,"","",""
"4/8/23 12:58","4/8/23 12:59",0,63,100,46,1,"4/8/23 12:59","R_1ImvR3aOSLDp1qI",NA,NA,NA,NA,63,63,"anonymous","EN",7,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b93b-315b-3b1b-8f12-a60a93850103",30,1,20,15,1,2,7,2,63,"","",""
"4/8/23 12:58","4/8/23 12:59",0,64,100,60,1,"4/8/23 12:59","R_3O2gcXsV874VVa9",NA,NA,NA,NA,64,64,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b92d-09a5-a7f3-b7e1-dc412de3d0f4",73,2,1,1,1,4,8,4,64,"","",""
"4/8/23 12:56","4/8/23 12:59",0,65,100,156,1,"4/8/23 12:59","R_1LTlpR6Rz8Q6Shz",NA,NA,NA,NA,65,65,"anonymous","EN",6,1,4,1,1,6,"Because it would be safer",2,2,58,57,NA,"",NA,NA,1,57,"6431b8d1-2c05-dd79-7ecc-374846c5c491",56,2,7,1,1,5,8,2,65,"FL_51","scale_you|trust_you|safety_you",""
"4/8/23 12:58","4/8/23 12:59",0,66,100,59,1,"4/8/23 12:59","R_3GiUbxphV9xFf6n",NA,NA,NA,NA,66,66,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b90d-80a4-b7b3-1a54-e8f6ef76245a",33,1,22,6,1,6,2,4,66,"","",""
"4/8/23 12:58","4/8/23 12:59",0,67,100,59,1,"4/8/23 12:59","R_2DXHoJkHSP83eFq",NA,NA,NA,NA,67,67,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b93d-012f-cae1-7903-c7a6a0cd6634",73,2,5,1,1,6,2,3,67,"","",""
"4/8/23 12:58","4/8/23 12:59",0,68,100,70,1,"4/8/23 12:59","R_22nQ9alAL72G4vL",NA,NA,NA,NA,68,68,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b93f-dcb8-c9f4-312c-ee717c21991c",79,1,12,1,1,8,1,2,68,"","",""
"4/8/23 12:57","4/8/23 12:59",0,69,100,100,1,"4/8/23 12:59","R_1EgPD917KCLndeM",NA,NA,NA,NA,69,69,"anonymous","EN",6,1,3,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b914-06fa-dd92-bc47-2333def4453f",51,1,24,2,1,7,1,2,69,"","",""
"4/8/23 12:58","4/8/23 12:59",0,70,100,79,1,"4/8/23 12:59","R_UhCFX8ys182JBZL",NA,NA,NA,NA,70,70,"anonymous","EN",7,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b90e-6080-878f-d05c-5b09ae2bff1f",23,1,20,2,1,4,4,3,70,"","",""
"4/8/23 12:59","4/8/23 12:59",0,71,100,26,1,"4/8/23 12:59","R_1pxGA3Nt5SsX8SI",NA,NA,NA,NA,71,71,"anonymous","EN",10,2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b960-a626-37fb-882d-e3187d68902d",73,1,-3105,1,1,8,4,2,71,"","",""
"4/8/23 12:58","4/8/23 12:59",0,72,100,74,1,"4/8/23 12:59","R_tFlx5kSjw23CuMF",NA,NA,NA,NA,72,72,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8fd-c6e9-b972-b724-d9a95d261524",68,2,13,1,1,4,10,3,72,"","",""
"4/8/23 12:58","4/8/23 12:59",0,73,100,88,1,"4/8/23 12:59","R_3D6mOe40vsY3scx",NA,NA,NA,NA,73,73,"anonymous","EN",6,1,4,2,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"6431b8e8-74b0-6c57-f7b0-df8a7564aa04",28,1,13,15,16,-3105,4,1,73,"","",""
