StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att_1,att_2,comp_0,pref_you,pref_you_explain,purchase_you_5,comp_2,comp_3,safety_you_1,safety_AV_1_1,trust_you_1,trust_AV_1_1,identity_you_1,skills_you_1,control_you_1,pref_others,pref_others_explain,purchase_others_5,safety_others_1,safety_AV_2_1,trust_others_1,trust_AV_2_1,identity_others_1,skills_others_1,control_others_1,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,dr_history_1,ai_knowledge_1,workerID,hitID,assignmentID,FL_8_DO,av_you_DO,mediators_you_DO,av_others_DO,mediators_others_DO
10/8/23 19:49,10/8/23 19:53,0,104.203.166.247,100,241,1,10/8/23 19:53,R_1hT2s4dgtCnnZcY,,,,,27.2606,-80.4771,anonymous,EN,1,4,1,1,1,"I am a safe driver, I do not trust AI or the software that companies sell for profit to be very safe.",0,2,4,100,0,100,0,0,100,100,,,,,,,,,,,3,,3,,29,4,,1,12,80,API17TMVQ2J7Z,37SDSEDIN9YJYV1CJ4LEXPOS1IL18U,3TE3O857314ZR5VXRJWTI9PV15Y2RK,FL_51,scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you,agree|identity_you|control_you|skills_you,,
10/8/23 19:48,10/8/23 19:53,0,161.97.204.161,100,305,1,10/8/23 19:53,R_2s1sjKbsI5fjXce,,,,,40.1773,-105.1009,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,1,I think humans are still the best at making driving related decisions ,16,41,38,47,28,33,39,41,2,,3,,44,5,,1,27,15,A15F2JTVAJXITI,3DA79LNS59RY6I7F96ASCEZCDFK3TD,30OG32W0SV767NFLRWADBQTAXBYNEI,FL_53,,,scale_others|safety_AV_2|safety_others|trust_AV_2|trust_others,agree2|control_others|identity_others|skills_others
10/8/23 19:50,10/8/23 19:53,0,24.39.87.158,100,224,1,10/8/23 19:53,R_yV1ijpl7zFlRpGF,,,,,43.0945,-75.5627,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,2,"most mistakes humans make involve steering and braking, so a machine could help. but many aspects of driving should only be done by humans, such as observing",81,42,50,66,53,31,100,100,2,,3,,22,1,,1,3,10,A2XK39GTLI5IZU,33QQ60S6ASEHP3N7QOIJFCN7TH6U0Z,3C44YUNSI2L1I2DYBGCL9XGKXEZDPC,FL_53,,,scale_others|safety_others|safety_AV_2|trust_others|trust_AV_2,agree2|skills_others|control_others|identity_others
10/8/23 19:50,10/8/23 19:53,0,162.211.6.245,100,208,1,10/8/23 19:53,R_3Hh10NgGwtAsF9x,,,,,43.1604,-88.1173,anonymous,EN,1,4,1,1,2,I think human drivers should still be responsible for most driving with some assistance from driving systems.,25,2,4,81,41,74,41,27,55,71,,,,,,,,,,,1,,3,,42,5,,1,25,66,A2ZWOPNOG2A5PX,3MA5N0ATTC7WUXJGPH72GKNDSVNWK6,3WETL7AQWU4Z70TIYCXVYIPRF1935I,FL_51,scale_you|safety_you|trust_AV_1|trust_you|safety_AV_1,agree|identity_you|skills_you|control_you,,
10/8/23 19:51,10/8/23 19:53,0,69.122.255.164,100,170,1,10/8/23 19:53,R_2qfwz7i0FoYNhlz,,,,,40.2825,-74.3424,anonymous,EN,1,4,1,1,5,"I like the idea of being safer. However, I still want some component of human use.",87,2,4,82,65,81,75,71,75,86,,,,,,,,,,,1,,3,,37,5,,1,20,27,A3OUNEJO97MM8E,385MDVINFCB1JDDY7W7QF5N0D6NWJ7,3STRJBFXOXN7O0CFKE7SIKC76QHKT1,FL_51,scale_you|trust_you|safety_AV_1|trust_AV_1|safety_you,agree|skills_you|identity_you|control_you,,
10/8/23 19:48,10/8/23 19:54,0,144.129.197.130,100,374,1,10/8/23 19:54,R_z5Y9oTjPuFQfhaF,,,,,28.1131,-81.6241,anonymous,EN,1,4,1,1,,,,2,2,,,,,,,,3,safe driving,84,90,83,83,93,83,90,81,2,,3,,62,5,,1,87,88,AS0REDD6MMWQG,3DA79LNS59RY6I7F96ASCEZCDFK3TD,3TMSXRD2X7WXAGUN796L0PN71EZ1W5,FL_53,,,scale_others|safety_AV_2|trust_AV_2|trust_others|safety_others,agree2|control_others|skills_others|identity_others
10/8/23 19:51,10/8/23 19:54,0,72.187.235.177,100,216,1,10/8/23 19:54,R_3R7SGpVi401URzt,,,,,28.7168,-81.4126,anonymous,EN,1,4,1,1,3,I feel like I still should have some control and that's what level 3 is for me.,16,2,4,62,83,71,84,22,75,51,,,,,,,,,,,2,,2,,32,4,,1,14,41,AZZA3J049G7R5,3MA5N0ATTC7WUXJGPH72GKNDSVNWK6,3E337GFOLA44R1BCXR01BTEMAREGNT,FL_51,scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1,agree|control_you|identity_you|skills_you,,
10/8/23 19:52,10/8/23 19:54,0,70.120.229.35,100,122,1,10/8/23 19:54,R_3m9Q4hst2m2hYMG,,,,,31.7775,-106.4903,anonymous,EN,1,4,1,1,6,No human error.,71,2,4,69,81,69,77,17,21,21,,,,,,,,,,,1,,3,,38,4,,1,19,20,A2TXZVXQU5FQZ9,3HFWPF5AK9FXRIU0K652293QBW63SO,3TPWUS5F8AXHXJ4LN6V5HL6Y5BPWCP,FL_51,scale_you|trust_you|safety_you|safety_AV_1|trust_AV_1,agree|identity_you|control_you|skills_you,,
10/8/23 19:48,10/8/23 19:54,0,172.59.223.88,100,393,1,10/8/23 19:54,R_3Jye1ceok8GKMGj,,,,,35.2522,-80.8263,anonymous,EN,1,4,1,1,3,"I'd trust the system to do some stuff on its own, but I'd like the have some input into the driving of the car.",20,2,4,100,50,100,25,50,100,100,,,,,,,,,,,2,,1,,36,3,,1,20,30,A2686G9C57JKE9,33QQ60S6ASEHP3N7QOIJFCN7TH6U0Z,3Q5C1WP23NX3XXF3B8JCAPAUHHV51S,FL_51,scale_you|trust_AV_1|safety_AV_1|trust_you|safety_you,agree|control_you|identity_you|skills_you,,
10/8/23 19:49,10/8/23 19:55,0,71.62.3.92,100,336,1,10/8/23 19:55,R_1IKJKt88oYPiaq6,,,,,37.5503,-77.3942,anonymous,EN,1,4,1,1,1,I don't like the ethics involved in these cars.  I think these cars have to make life and death decisions to steer clear of other drivers on occasion and that is not okay to me.,0,2,4,70,50,65,0,50,90,90,,,,,,,,,,,2,,1,,39,7,,1,23,25,A3POD149IG0DIW,3TZDZ3Y0JS2JC0KMOWRSXLJ3LO319J,3RXPCZQMQQ71DU4NS423EM1J7Q91G6,FL_51,scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you,agree|control_you|skills_you|identity_you,,
10/8/23 19:51,10/8/23 19:55,0,98.127.137.72,100,276,1,10/8/23 19:55,R_0ihftsmxxOVxZqV,,,,,46.6099,-112.0244,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,1,"Machines can be too easily suborned, and beyond that each succeeding generation becomes so dependent on machines they would struggle with simple tasks. I am against almost all automation across all sectors",1,20,35,80,0,0,100,50,1,,3,,51,1,,2,0,50,AAXX5LDVJ32F8,3DA79LNS59RY6I7F96ASCEZCDFK3TD,3J2UYBXQQM8Z9CUZK8PHOQ5K8K0606,FL_53,,,scale_others|trust_AV_2|safety_others|safety_AV_2|trust_others,agree2|skills_others|identity_others|control_others
10/8/23 19:51,10/8/23 19:55,0,76.158.139.32,100,242,1,10/8/23 19:55,R_1gp4PGzK4hRtiyp,,,,,38.0253,-121.3009,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,4,"Simply, I don't like the direction technology is going in. This won't end well. ",10,30,20,55,75,90,100,95,2,,4,,42,3,,1,21,100,ARN8MH7YKZKAZ,3OB6JN3A9QLMCP2XBZAC8Y70PL3RM3,3N4BPTXIO9OMODR4KJX2NGY9P4OKUS,FL_53,,,scale_others|safety_AV_2|trust_others|trust_AV_2|safety_others,agree2|skills_others|control_others|identity_others
10/8/23 19:53,10/8/23 19:55,0,68.46.63.103,100,148,1,10/8/23 19:55,R_2BaJqcZzqWVuCdW,,,,,44.9764,-93.224,anonymous,EN,1,4,1,1,2,"I like the benefit of assisted steering in case of danger, but I generally prefer to maintain all other control on my vehicle.",5,2,4,91,37,92,31,45,85,89,,,,,,,,,,,1,,3,,32,4,,1,15,82,A3493E42N1JZVF,3KA7IJSNW615HLIL7IGEPNWRC4BPBK,3S4AW7T80CEYRLF7QDILPCDUFR5L49,FL_51,scale_you|safety_you|safety_AV_1|trust_you|trust_AV_1,agree|control_you|skills_you|identity_you,,
10/8/23 19:52,10/8/23 19:56,0,67.149.144.8,100,240,1,10/8/23 19:56,R_bQOFpvoAine7fcl,,,,,42.558,-82.998,anonymous,EN,1,4,1,1,6,Because I have never had a drivers license so having a car that can drive itself is appealing. ,99,2,4,0,85,0,70,0,0,10,,,,,,,,,,,1,,3,,41,1,,2,0,20,A2DFNNDO9YE0NL,3511RHPADVA267KCBN9X8LSBPGDRL1,3A0EX8ZRN9K2CJ7FO7HYRYLWYYQBYX,FL_51,scale_you|trust_you|safety_you|trust_AV_1|safety_AV_1,agree|control_you|identity_you|skills_you,,
10/8/23 19:51,10/8/23 19:56,0,174.192.198.28,100,320,1,10/8/23 19:56,R_1d46Xu1YxPzZicx,,,,,39.0157,-77.0085,anonymous,EN,1,4,1,1,5,It is safer to drive than regular cars so it would be beneficial ,84,1,4,100,88,96,94,77,89,71,,,,,,,,,,,1,,2,,49,4,,1,31,10,ALVNMQMD3Q3ZE,37SDSEDIN9YJYV1CJ4LEXPOS1IL18U,3G2UL9A02EADRNUJ57AQ35F7GY6676,FL_51,scale_you|safety_AV_1|safety_you|trust_AV_1|trust_you,agree|control_you|skills_you|identity_you,,
10/8/23 19:52,10/8/23 19:56,0,96.37.124.100,100,261,1,10/8/23 19:56,R_Ovvx9cuRNh18Z8J,,,,,42.6241,-88.6266,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,5,It would provide more safety.,68,49,76,64,73,59,55,51,1,,3,,34,4,,1,17,30,A2KHLJ2F58BEZK,3MA5N0ATTC7WUXJGPH72GKNDSVNWK6,37TRT2X24RNCHUCG27GVHB68LUHJBB,FL_53,,,scale_others|safety_AV_2|trust_AV_2|safety_others|trust_others,agree2|skills_others|identity_others|control_others
10/8/23 19:52,10/8/23 19:57,0,35.136.218.98,100,272,1,10/8/23 19:57,R_3R7pSx6FQDRAv24,,,,,28.9284,-82.4921,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,6,I feel this will be safer and cause less accidents. ,100,20,90,10,90,70,60,80,2,,3,,36,3,,1,20,30,ACIG3LVQV7Q40,3TZDZ3Y0JS2JC0KMOWRSXLJ3LO319J,3TPZPLC3M1830AB1IR69WOU861A3P4,FL_53,,,scale_others|trust_others|trust_AV_2|safety_others|safety_AV_2,agree2|skills_others|identity_others|control_others
10/8/23 19:52,10/8/23 19:57,0,35.140.248.155,100,294,1,10/8/23 19:57,R_UndtAksZ3okPemd,,,,,27.9091,-82.8028,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,5,I chose option 5 because self-driving cars within in a city sound fairly safe but I'm not sure how they would handle long haul drives on something like an interstate.,45,15,100,35,70,85,100,90,2,,3,,28,4,,1,10,40,A2Z5Q18JHWKCIF,33QQ60S6ASEHP3N7QOIJFCN7TH6U0Z,3YHH42UU5CBHSXX67CVJD9NHYFPL0T,FL_53,,,scale_others|safety_others|trust_AV_2|trust_others|safety_AV_2,agree2|identity_others|control_others|skills_others
10/8/23 19:53,10/8/23 19:57,0,76.137.146.223,100,243,1,10/8/23 19:57,R_1BY4P5OeZPvzZTo,,,,,37.9186,-121.3132,anonymous,EN,1,4,1,1,2,"i prefer to be in control, with some small help from the system",30,2,4,92,50,91,50,50,74,84,,,,,,,,,,,1,,3,,33,4,,1,16,50,A82Q1HS5CPZ5I,32CAVSKPCELHWS8PM7MJTH6HY9CU12,3U8YCDAGXQCSJUDJZH3FUVMB8LC0QX,FL_51,scale_you|trust_AV_1|trust_you|safety_AV_1|safety_you,agree|identity_you|skills_you|control_you,,
10/8/23 19:52,10/8/23 19:57,0,204.26.74.113,100,296,1,10/8/23 19:57,R_1K8rbfMvFlovu5Q,,,,,41.2929,-95.9309,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,6,"I've seen to many dangerous people behind the wheel, and I think self driving cars would be much safer.",95,14,57,36,60,43,83,25,1,,3,,30,1,,1,12,83,A19NGUFGC7KIGW,3DA79LNS59RY6I7F96ASCEZCDFK3TD,3UOUJI6MTEAS8DQBJ2CRDA6BLD2UXQ,FL_53,,,scale_others|safety_others|trust_others|safety_AV_2|trust_AV_2,agree2|identity_others|skills_others|control_others
10/8/23 19:52,10/8/23 19:57,0,24.7.239.129,100,288,1,10/8/23 19:57,R_1ozIqSZvIlz2HPF,,,,,45.0546,-93.2566,anonymous,EN,1,4,1,1,2,"I enjoy driving very much, but it wouldn't be bad to have assistance with like parking.",2,2,4,92,50,100,22,40,89,99,,,,,,,,,,,2,,3,,57,2,,1,41,7,A26L91YL0GDGD8,3TZDZ3Y0JS2JC0KMOWRSXLJ3LO319J,3Z3ZLGNNSJQO0MCGI4LYWTKIBXW3QV,FL_51,scale_you|safety_you|trust_you|safety_AV_1|trust_AV_1,agree|skills_you|control_you|identity_you,,
10/8/23 19:54,10/8/23 19:58,0,172.58.125.89,100,206,1,10/8/23 19:58,R_33p5YhtIXYM6Ssk,,,,,42.3363,-83.1348,anonymous,EN,1,1,1,1,,,,2,4,,,,,,,,6,"I think it is true, that computer run cars will actually be safer than human driven cars",85,69,88,68,88,78,77,60,1,,3,,43,4,,1,27,33,A3RN5GD583FY4K,37SDSEDIN9YJYV1CJ4LEXPOS1IL18U,37WLF8U1WQM1M213O1ZZ7AKTMI66KC,FL_53,,,scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others,agree2|control_others|skills_others|identity_others
10/8/23 19:53,10/8/23 19:58,0,173.80.220.245,100,302,1,10/8/23 19:58,R_OxLENl7lCgNH8I1,,,,,37.841,-82.0554,anonymous,EN,1,4,1,1,,,,3,4,,,,,,,,6,It will be safer ,100,1,100,1,99,99,50,100,2,,3,,55,4,,1,32,74,A3BP890CXV4UMN,3OB6JN3A9QLMCP2XBZAC8Y70PL3RM3,3IQ1VMJRYUGIS8UFAHPMX68Z77K9AB,FL_53,,,scale_others|safety_AV_2|trust_others|safety_others|trust_AV_2,agree2|control_others|skills_others|identity_others
10/8/23 19:54,10/8/23 19:58,0,98.150.138.155,100,249,1,10/8/23 19:58,R_1N35pbu2xm8ijUJ,,,,,21.3328,-158.0181,anonymous,EN,1,4,1,1,6,I believe this is the safest option while requiring no attention while driving on my part.,100,2,4,79,100,82,100,0,70,70,,,,,,,,,,,1,,2,,36,3,,1,18,40,A2ZB6ODYG1RKZ5,37SDSEDIN9YJYV1CJ4LEXPOS1IL18U,35GCEFQ6I6KXEED7504BNMWMG0H3ZP,FL_51,scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you,agree|identity_you|skills_you|control_you,,
10/8/23 19:51,10/8/23 19:58,0,174.240.120.146,100,394,1,10/8/23 19:58,R_b8kZepgTFeydz9f,,,,,42.6969,-84.5464,anonymous,EN,1,4,1,1,1,"I prefer to be in control of my life. Automated vehicles are only as good as the human that programmed them, and they are susceptible to glitches, and hacking on top of the typical car malfunctions.",0,2,4,95,50,85,0,0,100,100,,,,,,,,,,,1,,3,,41,3,,1,21,75,A3O2JUIF4DZQJU,33QQ60S6ASEHP3N7QOIJFCN7TH6U0Z,3IUZPWIU1P3ZGHG9FJC354J6AKZKWR,FL_51,scale_you|trust_AV_1|safety_AV_1|trust_you|safety_you,agree|skills_you|identity_you|control_you,,
10/8/23 19:56,10/8/23 19:58,0,63.192.91.2,100,143,1,10/8/23 19:58,R_2VdQeQetJFcf2RT,,,,,34.1369,-117.9553,anonymous,EN,1,4,1,1,1,I don't trust computers to do my driving.,3,2,4,97,5,100,0,69,79,93,,,,,,,,,,,1,,3,,33,4,,1,13,64,AHKYVHP6591H8,385MDVINFCB1JDDY7W7QF5N0D6NWJ7,3MHW492WW19HRGG7ALKNYFSWSGRVMW,FL_51,scale_you|trust_AV_1|safety_you|safety_AV_1|trust_you,agree|identity_you|control_you|skills_you,,
10/8/23 19:54,10/8/23 19:58,0,99.26.133.1,100,235,1,10/8/23 19:58,R_yIVKL06Ds6MXwNX,,,,,38.6474,-90.2055,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,6,This will make me safest since human error is removed from other vehicles.,100,25,80,28,90,65,43,75,2,,3,,54,6,,1,38,27,A2SY0XL28MLUTW,37SDSEDIN9YJYV1CJ4LEXPOS1IL18U,3VHHR074H4DVA8XQSBGSSOX46TVL7T,FL_53,,,scale_others|safety_others|safety_AV_2|trust_others|trust_AV_2,agree2|identity_others|control_others|skills_others
10/8/23 19:54,10/8/23 19:58,0,73.240.4.72,100,235,1,10/8/23 19:58,R_2yee1iWPaP7YoBc,,,,,45.5959,-122.3104,anonymous,EN,1,4,2,1,5,I chose 5 because Id like to still feel like I have some control of the vehicle.  ,84,2,4,44,55,67,58,0,70,40,,,,,,,,,,,2,,3,,52,3,,1,21,18,A2AY83K9N60V38,3OB6JN3A9QLMCP2XBZAC8Y70PL3RM3,3ZR9AIQJUC5LUPQL1KW2RSL6CTU40J,FL_51,scale_you|safety_you|trust_AV_1|safety_AV_1|trust_you,agree|identity_you|control_you|skills_you,,
10/8/23 19:48,10/8/23 19:58,0,65.190.189.169,100,599,1,10/8/23 19:58,R_12QPQFfEYm8jThK,,,,,35.3664,-77.9221,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,1,This level is safety and all sovereign . Amen.,0,100,0,100,0,100,100,100,2,,3,,33,5,,1,15,100,A7WVKWZKY0IRD,3HFWPF5AK9FXRIU0K652293QBW63SO,3C6FJU71TRPH8IGLOYYTWODKNJWYU0,FL_53,,,scale_others|trust_AV_2|trust_others|safety_AV_2|safety_others,agree2|control_others|skills_others|identity_others
10/8/23 19:54,10/8/23 19:59,0,32.221.236.194,100,302,1,10/8/23 19:59,R_1Gv5sTQjpsVDAti,,,,,41.2153,-73.1233,anonymous,EN,1,4,1,1,2,I don't trust the self driving car technology yet but I would like to try it out so this would be a good balance.,15,2,4,91,50,87,50,92,96,92,,,,,,,,,,,2,,3,,36,4,,1,20,19,A2R0Y8A3SSZ30S,3KA7IJSNW615HLIL7IGEPNWRC4BPBK,3KWTYT0871ZGN4J74I1VU4J8FN0L5E,FL_51,scale_you|trust_you|trust_AV_1|safety_you|safety_AV_1,agree|skills_you|identity_you|control_you,,
10/8/23 19:56,10/8/23 20:00,0,64.80.215.162,100,247,1,10/8/23 20:00,R_1fjYTDE0hxHd6VY,,,,,38.8238,-90.7432,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,5,I think humans still need to be involved in the dynamic driving but warnings could help,42,65,50,65,58,70,81,85,2,,3,,59,4,,1,43,67,A36QGCT3MMXC4Q,32CAVSKPCELHWS8PM7MJTH6HY9CU12,3JRJSWSMQIHZ3JMB9DQY2CV4SU8E3U,FL_53,,,scale_others|trust_others|trust_AV_2|safety_AV_2|safety_others,agree2|skills_others|control_others|identity_others
10/8/23 19:54,10/8/23 20:00,0,24.213.46.101,100,388,1,10/8/23 20:00,R_2QuOny35O74TRMI,,,,,45.7659,-87.089,anonymous,EN,1,4,1,1,,,,2,4,,,,,,,,4,"I feel there should be some human interaction in driving, but have a level of AI involved to reduce the risk of an accident.",65,35,70,60,60,100,100,80,1,,3,,39,4,,1,23,90,ACJNWSBIVI46H,3MA5N0ATTC7WUXJGPH72GKNDSVNWK6,352YTHGROW9W5PWHZS3NXKKNYAW4HL,FL_53,,,scale_others|trust_AV_2|safety_others|safety_AV_2|trust_others,agree2|control_others|identity_others|skills_others
10/8/23 19:53,10/8/23 20:01,0,107.143.128.190,100,440,1,10/8/23 20:01,R_XzxLzTK1JBLM9QR,,,,,36.1219,-79.7777,anonymous,EN,1,4,1,1,4,I want to have some control while driving.,60,2,4,95,70,80,70,80,90,80,,,,,,,,,,,2,,2,,28,4,,1,10,70,A3B49VZZGU6XU1,3KA7IJSNW615HLIL7IGEPNWRC4BPBK,3BWI6RSP7H5H42NYBPTOFT7KXWUE7Z,FL_51,scale_you|safety_AV_1|trust_you|trust_AV_1|safety_you,agree|identity_you|skills_you|control_you,,
10/8/23 19:48,10/8/23 20:02,0,104.243.62.251,100,822,1,10/8/23 20:02,R_CmEwSR6tkrj1ap3,,,,,40.1027,-111.6449,anonymous,EN,1,4,1,1,6,"If the vehicle has the option to switch to human task driving, I would choose full automation for conveniences.",77,2,4,77,81,92,72,88,100,100,,,,,,,,,,,1,,4,,27,3,,1,9,19,A385OM9SMYLBWC,3OB6JN3A9QLMCP2XBZAC8Y70PL3RM3,3SB4CE2TJWR8T4CDDXV0D9UHEAAXAH,FL_51,scale_you|trust_AV_1|safety_you|safety_AV_1|trust_you,agree|control_you|identity_you|skills_you,,
